위도,경도,순번,기관분류,기관명,기관주소_도로명,의료기관분류,지역,대표전화,대표전화2,팩스번호,기준일자
35.82278569,128.5326271,148,치과의원,서울패밀리치과의원,"대구광역시 달서구 월곡로 341, 4층 (상인동)",응급의료기관이외,대구,053-634-2276,053-634-2276,053-634-2216,2024-05-20
35.82432872,128.5422882,149,치과의원,서치과의원,대구광역시 달서구 학산남로 90,응급의료기관이외,대구,053-642-6700,053-642-6700,053-642-6710,2024-05-20
35.81147593,128.5382391,150,치과의원,서태원치과의원,대구광역시 달서구 상화북로 117 (상인동),응급의료기관이외,대구,053-635-6799,053-635-6799,053-635-6799,2024-05-20
35.84533631,128.5448116,151,치과의원,석예치과의원,대구광역시 달서구 당산로 88 (성당동),응급의료기관이외,대구,053-653-2822,053-653-2822,053-653-2822,2024-05-20
35.8437469,128.5375056,152,치과의원,성당행복을심는치과의원,대구광역시 달서구 와룡로 124,응급의료기관이외,대구,053-526-2750,053-526-2750,053-526-2751,2024-05-20
35.85496251,128.509991,153,치과의원,성서미치과의원,"대구광역시 달서구 이곡공원로 24, 2층 (이곡동, 백암빌딩)",응급의료기관이외,대구,053-587-0873,053-587-0873,,2024-05-20
35.85238901,128.50042,154,치과의원,성서부부치과의원,대구광역시 달서구 성서서로 316 (이곡동),응급의료기관이외,대구,053-581-5199,053-581-5199,053-581-5199,2024-05-20
35.85025339,128.4736813,155,치과의원,성서연합치과의원,"대구광역시 달서구 호산로 125, 206호 (파호동, 삼성명가타운상가)",응급의료기관이외,대구,053-591-8827,053-591-8827,053-591-8827,2024-05-20
35.85056761,128.5133727,156,치과의원,성서치과의원,"대구광역시 달서구 달구벌대로 1334, 2,3층 (이곡동)",응급의료기관이외,대구,053-581-8389,053-581-8389,053-583-2875,2024-05-20
35.83120567,128.552208,157,치과의원,성심연합치과의원,대구광역시 달서구 월배로 416 (송현동),응급의료기관이외,대구,053-652-2875,053-652-2875,053-652-2876,2024-05-20
35.81472572,128.516616,158,치과의원,소나무치과의원,"대구광역시 달서구 월배로11길 33, 301동 202호 (유천동)",응급의료기관이외,대구,053-636-7585,053-636-7585,053-636-7565,2024-05-20
35.85512544,128.5055745,159,치과의원,소망연합치과의원,대구광역시 달서구 계대동문로 120 (이곡동),응급의료기관이외,대구,053-582-2875,053-582-2875,053-582-2877,2024-05-20
35.81656087,128.5132527,160,치과의원,소유치과의원,"대구광역시 달서구 조암로 185, 4층 401호 (유천동)",응급의료기관이외,대구,053-625-2080,053-625-2080,053-652-2082,2024-05-20
35.81351376,128.5460321,161,치과의원,소재정치과의원,"대구광역시 달서구 상화북로 189, 2층 (상인동)",응급의료기관이외,대구,053-638-3523,053-638-3523,053-638-3523,2024-05-20
35.82692745,128.5315813,162,치과의원,솔로몬치과의원,"대구광역시 달서구 학산로 16, 201호 (월성동)",응급의료기관이외,대구,053-634-7381,053-634-7381,053-634-7381,2024-05-20
35.81857264,128.5375235,163,치과의원,솔치과의원,대구광역시 달서구 월배로 220 (상인동),응급의료기관이외,대구,053-639-7528,053-639-7528,053-639-7529,2024-05-20
35.80079285,128.5326901,164,치과의원,수목원치과의원,"대구광역시 달서구 갈밭로 6, 대곡메디컬빌딩 4층 402호 (대곡동)",응급의료기관이외,대구,053-641-0075,053-641-0075,053-641-7075,2024-05-20
35.84945213,128.5274033,165,치과의원,스마일100치과의원,"대구광역시 달서구 달구벌대로 1467, 지하1층 (용산동)",응급의료기관이외,대구,053-561-2845,053-561-2845,,2024-05-20
35.81666535,128.5224494,166,치과의원,스마일키즈치과의원,"대구광역시 달서구 진천로 93, 애플 프라자 4층 (대천동)",응급의료기관이외,대구,053-654-2875,053-654-2875,053-564-2876,2024-05-20
35.82455093,128.5268175,167,치과의원,스마트치과의원 월성점,"대구광역시 달서구 조암로 29, 월성동이래타워 (월성동)",응급의료기관이외,대구,053-712-9990,053-712-9990,053-712-9991,2024-05-20
35.85055599,128.5365995,168,치과의원,스마트치과의원 죽전점,"대구광역시 달서구 달구벌대로 1551, 4층 (죽전동)",응급의료기관이외,대구,053-712-9900,053-712-9900,053-712-9901,2024-05-20
35.850369,128.536089,169,치과의원,스카이치과의원,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 501호 (죽전동)",응급의료기관이외,대구,053-716-2875,053-716-2875,053-716-2876,2024-05-20
35.84141675,128.5445412,170,치과의원,신성치과의원,대구광역시 달서구 당산로 43 (본리동),응급의료기관이외,대구,053-526-0676,053-526-0676,053-526-0676,2024-05-20
35.85425935,128.5100197,171,치과의원,신세계치과의원,"대구광역시 달서구 이곡동로 23, 301호 (이곡동, 타임스퀘어)",응급의료기관이외,대구,053-593-2875,053-593-2875,053-593-2874,2024-05-20
35.81449849,128.5274038,172,치과의원,씨엘치과의원,"대구광역시 달서구 월배로 120, 서호메디컬타워 4층 401호 (진천동)",응급의료기관이외,대구,053-710-2080,053-710-2080,053-710-2080,2024-05-20
35.8195135,128.5387583,173,치과의원,아르미치과의원,대구광역시 달서구 월배로 233,응급의료기관이외,대구,053-633-2804,053-633-2804,053-633-2840,2024-05-20
35.82364538,128.5458914,174,치과의원,아름다운 이치과의원,대구광역시 달서구 월배로 316 (송현동),응급의료기관이외,대구,053-624-8650,053-624-8650,053-624-8651,2024-05-20
35.8177804,128.539322,175,치과의원,아세아바른이치과의원,대구광역시 달서구 월곡로 260 (상인동),응급의료기관이외,대구,053-639-7977,053-639-7977,053-638-7976,2024-05-20
35.8177804,128.539322,176,치과의원,아세아치과의원,"대구광역시 달서구 월곡로 260, 4층 (상인동)",응급의료기관이외,대구,053-638-7979,053-638-7979,053-642-5412,2024-05-20
35.85506855,128.5062384,177,치과의원,아이사랑치과의원,"대구광역시 달서구 계대동문로 126, 3층 (이곡동)",응급의료기관이외,대구,053-581-2879,053-581-2879,053-584-2879,2024-05-20
35.82981715,128.55035,178,치과의원,양정치과의원,대구광역시 달서구 월배로 393 (송현동),응급의료기관이외,대구,053-626-7525,053-626-7525,053-625-7525,2024-05-20
35.84514749,128.536718,179,치과의원,에녹치과의원,대구광역시 달서구 와룡로 139,응급의료기관이외,대구,053-525-2875,053-525-2875,053-525-2876,2024-05-20
35.80928928,128.512741,180,치과의원,에스프라임치과의원,"대구광역시 달서구 비슬로 2720, 3층 (대곡동)",응급의료기관이외,대구,053-637-4000,053-637-4000,053-637-4001,2024-05-20
35.8554115,128.5523487,181,치과의원,에스프라임치과의원 광장점,"대구광역시 달서구 달구벌대로 1706, 6층 (두류동)",응급의료기관이외,대구,053-651-7528,053-651-7528,053-653-7528,2024-05-20
35.84087668,128.5443825,182,치과의원,에이본치과의원,"대구광역시 달서구 당산로 39, 202호 (본리동, 레미안e편한세상상가)",응급의료기관이외,대구,053-524-2875,053-524-2875,053-524-2876,2024-05-20
35.81709677,128.5329653,183,치과의원,연제연합치과의원,"대구광역시 달서구 월배로 174, 4층 (상인동)",응급의료기관이외,대구,053-568-2828,053-568-2828,053-568-2879,2024-05-20
35.82875788,128.5494129,184,치과의원,예담치과의원,"대구광역시 달서구 월배로 379, 3층 (송현동)",응급의료기관이외,대구,053-654-2815,053-654-2815,053-656-3698,2024-05-20
35.85032386,128.5155632,185,치과의원,오치과의원,대구광역시 달서구 달구벌대로 1356 (이곡동),응급의료기관이외,대구,053-586-2804,053-586-2804,053-586-2805,2024-05-20
35.83417731,128.550845,186,치과의원,옥치과의원,대구광역시 달서구 구마로52안길 57 (송현동),응급의료기관이외,대구,053-624-2416,053-624-2416,053-624-2416,2024-05-20
35.8170633,128.5179812,187,치과의원,온가족연합치과의원,"대구광역시 달서구 조암남로 150, 2층 (대천동)",응급의료기관이외,대구,053-641-5580,053-641-5580,053-641-5581,2024-05-20
35.8583149,128.5308723,188,치과의원,용산미치과의원,대구광역시 달서구 용산로 232 (용산동),응급의료기관이외,대구,053-523-2833,053-523-2833,053-523-0275,2024-05-20
35.85907713,128.5297149,189,치과의원,용산박영치과의원,"대구광역시 달서구 용산로 253 (용산동, 현대우방아파트상가)",응급의료기관이외,대구,053-521-7044,053-521-7044,,2024-05-20
?35.8500307,128.533254,190,치과의원,용산에스(S)치과의원,"대구광역시 달서구 달구벌대로 1521, 7,8층 (용산동)",응급의료기관이외,대구,053-522-2828,053-522-2828,053-524-2828,2024-05-20
35.85854583,128.5213851,191,치과의원,용산연합치과의원,"대구광역시 달서구 선원로 262, 4층 (용산동)",응급의료기관이외,대구,053-581-7528,053-581-7528,053-583-7528,2024-05-20
35.850369,128.536089,192,치과의원,용산우리연합치과의원,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 11층 1104호 (죽전동)",응급의료기관이외,대구,053-527-7528,053-527-7528,053-527-7529,2024-05-20
35.85697196,128.5308634,193,치과의원,용산이사랑치과의원,"대구광역시 달서구 용산로 218 (용산동, 2층)",응급의료기관이외,대구,053-523-7550,053-523-7550,053-523-7880,2024-05-20
35.85848879,128.5302756,194,치과의원,용산제일치과의원,대구광역시 달서구 용산로 235 (용산동),응급의료기관이외,대구,053-521-2875,053-521-2875,053-521-0275,2024-05-20
35.80910204,128.512264,195,치과의원,우리들치과의원,"대구광역시 달서구 비슬로 2716, 2층 (대곡동)",응급의료기관이외,대구,053-641-2828,053-641-2828,053-641-2827,2024-05-20
35.85404428,128.5485138,196,치과의원,우리아이치과의원,"대구광역시 달서구 달구벌대로 1666, 감삼스퀘어 6층 604·605호 (두류동)",응급의료기관이외,대구,053-557-1275,053-557-1275,053-557-1277,2024-05-20
35.81266296,128.5448312,197,치과의원,우리치과의원,대구광역시 달서구 월곡로 184 (상인동),응급의료기관이외,대구,053-634-2878,053-634-2878,053-632-2872,2024-05-20
35.84872724,128.5363879,198,치과의원,월드엠치과의원,대구광역시 달서구 와룡로 169,응급의료기관이외,대구,053-563-2804,053-563-2804,053-563-2814,2024-05-20
35.81816858,128.5166715,199,치과의원,월배본치과의원,"대구광역시 달서구 조암남로32길 20-4, 3층 303,304호 (대천동)",응급의료기관이외,대구,053-635-0275,053-635-0275,053-635-0275,2024-05-20
35.81909078,128.5160135,200,치과의원,월배예모아치과의원,"대구광역시 달서구 조암로 149, 대천그루타워 2층 202호 (대천동)",응급의료기관이외,대구,053-242-2875,053-242-2875,053-242-2876,2024-05-20
35.82475675,128.5251034,201,치과의원,월성수연합치과의원,"대구광역시 달서구 조암로 42, 5층 (월성동)",응급의료기관이외,대구,053-634-2080,053-634-2080,053-634-2081,2024-05-20
35.82811673,128.5316889,202,치과의원,월성우리치과의원,대구광역시 달서구 학산로7길 5 (월성동),응급의료기관이외,대구,053-634-6654,053-634-6654,053-634-6614,2024-05-20
35.82548965,128.5265138,203,치과의원,월성탑치과의원,대구광역시 달서구 조암로6길 5-5 (월성동),응급의료기관이외,대구,053-325-2828,053-325-2828,053-325-2875,2024-05-20
35.81646383,128.5211201,204,치과의원,위드치과의원,대구광역시 달서구 진천로 77,응급의료기관이외,대구,053-632-2875,053-632-2875,053-632-2866,2024-05-20
35.8501251,128.5301312,205,치과의원,유니온치과보철과치과의원,"대구광역시 달서구 용산로 141, 그랜드M 타워 7층 703호 (용산동)",응급의료기관이외,대구,053-565-2275,053-565-2275,053-563-2275,2024-05-20
35.85499501,128.5087069,206,치과의원,유디성서치과의원,"대구광역시 달서구 이곡공원로 12, 신아빌딩 2층 (이곡동)",응급의료기관이외,대구,053-586-3607,053-586-3607,053-586-3615,2024-05-20
35.82038023,128.5323786,207,치과의원,유어스치과의원,대구광역시 달서구 월배로39길 30 (상인동),응급의료기관이외,대구,053-637-0053,053-637-0053,053-637-0079,2024-05-20
35.85566336,128.5041165,208,치과의원,윤종근치과의원,대구광역시 달서구 계대동문로 99 (이곡동),응급의료기관이외,대구,053-584-2828,053-584-2828,053-586-2875,2024-05-20
35.80765094,128.5469435,209,치과의원,이가튼튼치과의원,"대구광역시 달서구 상화로 308-10, 2층 (도원동)",응급의료기관이외,대구,053-638-7766,053-638-7766,053-638-5001,2024-05-20
35.85404428,128.5485138,210,치과의원,이동식치과의원,"대구광역시 달서구 달구벌대로 1666, 감삼스퀘어 3층 305·306호 (두류동)",응급의료기관이외,대구,053-559-5088,053-559-5088,053-559-5089,2024-05-20
35.85572805,128.5528102,211,치과의원,이레불꽃치과의원,"대구광역시 달서구 달구벌대로 1710, 4층 (두류동)",응급의료기관이외,대구,053-622-5772,053-622-5772,053-622-1400,2024-05-20
35.81666535,128.5224494,212,치과의원,이롬연합치과의원,"대구광역시 달서구 진천로 93, 3층 (대천동, 애플프라자)",응급의료기관이외,대구,053-641-2275,053-641-2275,053-641-2276,2024-05-20
35.82584429,128.5278554,213,치과의원,이미지치과의원,"대구광역시 달서구 조암로 16, 4층 (월성동)",응급의료기관이외,대구,1899-8175,1899-8175,053-631-8279,2024-05-20
35.85667206,128.5552747,214,치과의원,이베스트치과의원,"대구광역시 달서구 달구벌대로 1736, 4층 (두류동)",응급의료기관이외,대구,053-653-2080,053-653-2080,053-653-2081,2024-05-20
35.82567385,128.5297136,215,치과의원,이봄치과의원,"대구광역시 달서구 조암로 1, 미래타워 2층 (월성동)",응급의료기관이외,대구,053-635-2828,053-635-2828,053-635-2827,2024-05-20
35.85683239,128.5556855,216,치과의원,이성철치과의원,"대구광역시 달서구 달구벌대로 1740, 3층 (두류동)",응급의료기관이외,대구,053-621-3289,053-621-3289,053-621-3289,2024-05-20
35.85699314,128.5560077,217,치과의원,이안치과의원,"대구광역시 달서구 달구벌대로 1744, 3층 (두류동, 우리빌딩)",응급의료기관이외,대구,053-656-2804,053-656-2804,053-656-2803,2024-05-20
35.81513031,128.5473158,218,치과의원,이왕가치과의원,대구광역시 달서구 상인로 88-1 (상인동),응급의료기관이외,대구,053-631-2828,053-631-2828,053-631-2898,2024-05-20
35.85499453,128.5066919,219,치과의원,이원식치과의원,대구광역시 달서구 성서로 419 (이곡동),응급의료기관이외,대구,053-582-3971,053-582-3971,053-583-3972,2024-05-20
35.81147593,128.5382391,220,치과의원,이원재치과의원,대구광역시 달서구 상화북로 117 (상인동),응급의료기관이외,대구,053-631-3738,053-631-3738,053-633-2578,2024-05-20
35.83564139,128.5320159,221,치과의원,이인치과의원,대구광역시 달서구 구마로14남길 60 (본동),응급의료기관이외,대구,053-527-3996,053-527-3996,053-527-3996,2024-05-20
35.81363969,128.5238681,222,치과의원,이장동치과의원,대구광역시 달서구 월배로 80 (진천동),응급의료기관이외,대구,053-636-7528,053-636-7528,070-8196-7528,2024-05-20
35.85507148,128.5034041,223,치과의원,이재환치과의원,대구광역시 달서구 계대동문로 102 (이곡동),응급의료기관이외,대구,053-585-2804,053-585-2804,053-585-2804,2024-05-20
35.82753343,128.5311094,224,치과의원,이정태치과의원,"대구광역시 달서구 학산로 17, 403호 (월성동, 월성청구코아)",응급의료기관이외,대구,053-634-2870,053-634-2870,053-633-8533,2024-05-20
35.83686375,128.5565974,225,치과의원,이정택치과의원,대구광역시 달서구 월배로 491-1 (송현동),응급의료기관이외,대구,053-625-1383,053-625-1383,053-625-1383,2024-05-20
35.81910639,128.5370845,226,치과의원,일곱가지약속치과의원,"대구광역시 달서구 월배로 219, 5층 (상인동)",응급의료기관이외,대구,053-639-2828,053-639-2828,053-638-3322,2024-05-20
35.82036146,128.5465661,227,치과의원,일리치과의원,"대구광역시 달서구 송현로7길 23, 2층 (상인동)",응급의료기관이외,대구,053-631-7522,053-631-7522,053-631-7523,2024-05-20
35.81640671,128.5300392,228,치과의원,임S플란트치과의원,"대구광역시 달서구 월배로 147, 프라임빌딩 3층 (진천동)",응급의료기관이외,대구,053-643-2822,053-643-2822,053-643-2823,2024-05-20
35.85676149,128.521318,229,치과의원,임종호치과의원,대구광역시 달서구 성지로 84 (용산동),응급의료기관이외,대구,053-588-5774,053-588-5774,053-587-5774,2024-05-20
35.84486164,128.5300629,230,치과의원,장기치과의원,대구광역시 달서구 한들로 55,응급의료기관이외,대구,053-525-1585,053-525-1585,0504-087-9983,2024-05-20
35.85257563,128.5424588,231,치과의원,정규배치과의원,대구광역시 달서구 달구벌대로 1611 (감삼동),응급의료기관이외,대구,053-552-9569,053-552-9569,053-552-9928,2024-05-20
35.82255595,128.5476104,232,치과의원,정성드림치과의원,"대구광역시 달서구 송현로 42, 3층 (송현동)",응급의료기관이외,대구,053-655-2075,053-655-2075,053-655-2076,2024-05-20
35.85421279,128.5491129,233,치과의원,정성치과의원,"대구광역시 달서구 달구벌대로 1672, 6층 (두류동)",응급의료기관이외,대구,053-621-2875,053-621-2875,053-621-2874,2024-05-20
35.81688208,128.5325986,234,치과의원,정은재바른이치과교정과치과의원,"대구광역시 달서구 월배로 170, 6층 (상인동)",응급의료기관이외,대구,053-642-1631,053-642-1631,053-638-1650,2024-05-20
35.81424022,128.5266939,235,치과의원,제일연합치과의원,"대구광역시 달서구 월배로 110, 2층 (진천동)",응급의료기관이외,대구,053-638-2875,053-638-2875,053-638-2872,2024-05-20
35.8583921,128.5398191,236,치과의원,조은에스치과의원,"대구광역시 달서구 죽전길 153, 2층 (죽전동)",응급의료기관이외,대구,053-571-0071,053-571-0071,053-571-0073,2024-05-20
35.8079343,128.5360906,237,치과의원,종합치과의원,"대구광역시 달서구 도원로 19, 5층 (도원동)",응급의료기관이외,대구,053-631-7528,053-631-7528,053-631-7528,2024-05-20
35.8138715,128.5250491,238,치과의원,주치과의원,"대구광역시 달서구 월배로 92, 6층 (진천동)",응급의료기관이외,대구,053-638-7733,053-638-7733,053-638-4177,2024-05-20
35.85015217,128.5382132,239,치과의원,죽전 에스라인치과의원,"대구광역시 달서구 달구벌대로 1564, 4층 (감삼동)",응급의료기관이외,대구,053-551-1177,053-551-1177,053-551-1178,2024-05-20
35.81330797,128.5456988,240,치과의원,지엔케이치과의원,"대구광역시 달서구 상화북로 185, 301호 (상인동)",응급의료기관이외,대구,053-636-6797,053-636-6797,053-636-6779,2024-05-20
35.85798044,128.5740952,241,치과의원,진용림치과의원,대구광역시 달서구 성당로 287 (두류동),응급의료기관이외,대구,053-625-0931,053-625-0931,053-625-0931,2024-05-20
35.84554396,128.5447355,242,치과의원,참고운치과의원,"대구광역시 달서구 당산로 90, 2층 (성당동)",응급의료기관이외,대구,053-656-2275,053-656-2275,053-656-2270,2024-05-20
35.82555017,128.5271008,243,치과의원,참바른연합치과의원,"대구광역시 달서구 조암로 24, 402호 (월성동, 한신메디타워)",응급의료기관이외,대구,053-627-2875,053-627-2875,053-627-2876,2024-05-20
35.8527355,128.5309125,244,치과의원,참행복한치과의원,대구광역시 달서구 용산로 174 (용산동),응급의료기관이외,대구,053-551-2875,053-551-2875,053-285-2875,2024-05-20
35.8142254,128.5259634,245,치과의원,청치과의원,"대구광역시 달서구 월배로 104, 2층 (진천동)",응급의료기관이외,대구,053-631-3035,053-631-3035,053-631-3035,2024-05-20
35.849966,128.538001,246,치과의원,클린치과의원,"대구광역시 달서구 와룡로 186, 307,308호 (감삼동, 빌리브 스카이 주상복합)",응급의료기관이외,대구,053-567-6500,053-567-6500,053-567-6507,2024-05-20
35.8545798,128.547701,247,치과의원,킹플란트치과의원,"대구광역시 달서구 달구벌대로 1663, 1-2층, 킹플란트치과의원 (감삼동)",응급의료기관이외,대구,053-710-0900,053-710-0900,053-710-0901,2024-05-20
35.85448216,128.5473654,248,치과의원,튼튼한치과의원,"대구광역시 달서구 달구벌대로 1659, 빌딩플러스 2층 (감삼동)",응급의료기관이외,대구,053-562-8828,053-562-8828,053-562-8827,2024-05-20
35.8542145,128.5467657,249,치과의원,퍼스트치과의원,대구광역시 달서구 달구벌대로 1653,응급의료기관이외,대구,053-552-0300,053-552-0300,053-552-0309,2024-05-20
35.8166352,128.5323817,250,치과의원,편안수치과의원,"대구광역시 달서구 월배로 168, 아보스타워 2층 (상인동)",응급의료기관이외,대구,053-641-0220,053-641-0220,053-631-0222,2024-05-20
35.82254091,128.5449763,251,치과의원,편한e치과의원,"대구광역시 달서구 송현로7길 10, 1222동 2층 203호 (상인동, 상인화성파크드림1단지아파트)",응급의료기관이외,대구,053-632-1888,053-632-1888,053-632-1887,2024-05-20
35.85095223,128.5077179,252,치과의원,평화치과의원,대구광역시 달서구 성서로 374 (이곡동),응급의료기관이외,대구,053-588-2187,053-588-2187,053-588-2188,2024-05-20
35.81985558,128.5307704,253,치과의원,프라임치과의원,대구광역시 달서구 상원로 128 (상인동),응급의료기관이외,대구,053-628-2875,053-628-2875,053-635-2874,2024-05-20
35.85383073,128.5459327,254,치과의원,플러스진치과의원,"대구광역시 달서구 달구벌대로 1643, 3층 (감삼동)",응급의료기관이외,대구,053-551-7696,053-551-7696,053-557-7696,2024-05-20
35.81730156,128.533531,255,치과의원,플러스치과의원,대구광역시 달서구 월배로 180 (상인동),응급의료기관이외,대구,053-634-9595,053-634-9595,053-634-9596,2024-05-20
35.81408573,128.522864,256,치과의원,필립치과의원,대구광역시 달서구 월배로 77,응급의료기관이외,대구,053-644-1200,053-644-1200,053-644-1215,2024-05-20
35.85495822,128.5109985,257,치과의원,필치과의원,대구광역시 달서구 이곡공원로 32 (이곡동),응급의료기관이외,대구,053-568-2080,053-568-2080,053-568-2081,2024-05-20
35.84811532,128.5280476,258,치과의원,하나연합치과의원,대구광역시 달서구 한들로 23 (장기동),응급의료기관이외,대구,053-568-2875,053-568-2875,053-568-2876,2024-05-20
35.85509689,128.5037918,259,치과의원,하얀미소연합치과의원,대구광역시 달서구 계대동문로 106 (이곡동),응급의료기관이외,대구,053-582-7528,053-582-7528,070-4275-5828,2024-05-20
35.83016759,128.5505848,260,치과의원,하얀치과의원,대구광역시 달서구 월배로 397 (송현동),응급의료기관이외,대구,053-656-7528,053-656-7528,053-652-7528,2024-05-20
35.86108125,128.5721578,261,치과의원,한독치과의원,"대구광역시 달서구 명덕로 10, (두류동)",응급의료기관이외,대구,053-629-3370,053-629-3370,053-625-3311,2024-05-20
35.85496869,128.5106554,262,치과의원,한마음연합치과의원,대구광역시 달서구 이곡공원로 28 (이곡동),응급의료기관이외,대구,053-585-9100,053-585-9100,053-585-9109,2024-05-20
35.84962944,128.5301168,263,치과의원,한진욱치과의원,대구광역시 달서구 달구벌대로 1491 (용산동),응급의료기관이외,대구,053-524-2804,053-524-2804,053-524-2803,2024-05-20
35.83722401,128.5566553,264,치과의원,홍동대치과의원,대구광역시 달서구 구마로 264 (송현동),응급의료기관이외,대구,053-621-3412,053-621-3412,053-621-2829,2024-05-20
35.84373028,128.545177,265,치과의원,황준치과의원,대구광역시 달서구 장기로 140 (성당동),응급의료기관이외,대구,053-653-3473,053-653-3473,053-653-3473,2024-05-20
35.81909078,128.5160135,266,한의원,365봄날한의원,"대구광역시 달서구 조암로 149, 201호 (대천동)",응급의료기관이외,대구,053-633-3633,053-633-3633,053-633-3666,2024-05-20
35.85912681,128.5623338,267,한의원,가야한의원,"대구광역시 달서구 달구벌대로 1804, 2층 (두류동)",응급의료기관이외,대구,053-629-8275,053-629-8275,053-629-8275,2024-05-20
35.8580446,128.5308484,268,한의원,가온한의원,대구광역시 달서구 용산로 230 (용산동),응급의료기관이외,대구,053-568-1275,053-568-1275,053-568-1276,2024-05-20
35.83099396,128.527159,269,한의원,갑을한의원,대구광역시 달서구 월성로 74 (월성동),응급의료기관이외,대구,053-642-5275,053-642-5275,053-642-5275,2024-05-20
35.85503763,128.5113976,270,한의원,강한의원,"대구광역시 달서구 이곡공원로 36, 2층 (이곡동)",응급의료기관이외,대구,053-588-1775,053-588-1775,053-588-1776,2024-05-20
35.81651286,128.5425779,271,한의원,거북이한의원,"대구광역시 달서구 상인서로 76, 203호 (상인동, 영남화성타운상가)",응급의료기관이외,대구,053-642-7585,053-642-7585,053-642-7589,2024-05-20
35.82625298,128.5291972,272,한의원,경희몸편한한의원,"대구광역시 달서구 조암로 4, 6층 601호 (월성동)",응급의료기관이외,대구,053-636-7000,053-636-7000,053-636-7099,2024-05-20
35.84934214,128.5339233,273,한의원,계해정한의원,"대구광역시 달서구 달구벌대로 1530, 301동 304호 (감삼동)",응급의료기관이외,대구,053-582-2666,053-582-2666,053-586-1275,2024-05-20
35.80717774,128.5359638,274,한의원,고금당한의원,대구광역시 달서구 도원로 29 (도원동),응급의료기관이외,대구,053-633-7100,053-633-7100,053-633-7101,2024-05-20
35.81125581,128.5370757,275,한의원,고려한의원,"대구광역시 달서구 상화북로 100, 1층 (상인동)",응급의료기관이외,대구,053-641-7566,053-641-7566,053-641-7564,2024-05-20
35.85533013,128.495412,276,한의원,관덕한의원,대구광역시 달서구 계대동문로 30 (신당동),응급의료기관이외,대구,053-581-9988,053-581-9988,053-581-9986,2024-05-20
35.81414241,128.5222669,277,한의원,광동한의원,"대구광역시 달서구 월배로 71, 305,306호 (진천동, 진천트윈팰리스)",응급의료기관이외,대구,053-557-1075,053-557-1075,053-553-1075,2024-05-20
35.84798669,128.5326742,278,한의원,광산한의원,대구광역시 달서구 달구벌대로304길 39 (감삼동),응급의료기관이외,대구,053-567-9489,053-567-9489,053-567-9489,2024-05-20
35.81433551,128.5357022,279,한의원,금강한의원,대구광역시 달서구 상원로 50 (상인동),응급의료기관이외,대구,053-641-8275,053-641-8275,053-641-8275,2024-05-20
35.84320817,128.5489815,280,한의원,금성한의원,"대구광역시 달서구 장기로 105, 3층 (성당동)",응급의료기관이외,대구,053-629-1288,053-629-1288,053-655-1288,2024-05-20
35.80079285,128.5326901,281,한의원,금송한의원,"대구광역시 달서구 갈밭로 6, 3층 301호 (대곡동)",응급의료기관이외,대구,053-637-5223,053-637-5223,053-634-5223,2024-05-20
35.8115427,128.5374207,282,한의원,금조한의원,"대구광역시 달서구 상화북로 101, 2층 (상인동)",응급의료기관이외,대구,053-634-8276,053-634-8276,053-634-8273,2024-05-20
35.81147593,128.5382391,283,한의원,길상한의원,"대구광역시 달서구 상화북로 117, 12동 202호 (상인동, 우방청자아파트상가)",응급의료기관이외,대구,053-636-6316,053-636-6316,,2024-05-20
35.85512544,128.5055745,284,한의원,김기호한의원,"대구광역시 달서구 계대동문로 120, 5층 (이곡동)",응급의료기관이외,대구,053-746-0074,053-746-0074,053-746-9393,2024-05-20
35.82555017,128.5271008,285,한의원,김민부한의원,"대구광역시 달서구 조암로 24, 404호 (월성동, 한신메디타워)",응급의료기관이외,대구,053-641-1275,053-641-1275,053-641-1276,2024-05-20
35.82753343,128.5311094,286,한의원,김인섭한의원,대구광역시 달서구 학산로 17 (월성동),응급의료기관이외,대구,053-641-5566,053-641-5566,053-641-5566,2024-05-20
35.85653154,128.5076982,287,한의원,김종봉한의원,대구광역시 달서구 성서로 436 (이곡동),응급의료기관이외,대구,053-584-7800,053-584-7800,053-584-7801,2024-05-20
35.85505086,128.5511115,288,한의원,노한의원,대구광역시 달서구 달구벌대로 1692 (두류동),응급의료기관이외,대구,053-622-4182,053-622-4182,053-622-4182,2024-05-20
35.80695534,128.5373233,289,한의원,다정한의원,"대구광역시 달서구 한실로 97, 2층 (도원동)",응급의료기관이외,대구,053-633-8575,053-633-8575,053-633-3575,2024-05-20
35.85125915,128.5076091,290,한의원,달구벌한의원,대구광역시 달서구 달구벌대로 1282 (이곡동),응급의료기관이외,대구,053-584-1807,053-584-1807,053-584-1845,2024-05-20
35.81855456,128.5355203,291,한의원,달서함소아한의원,"대구광역시 달서구 월배로 201, 1층 (상인동)",응급의료기관이외,대구,053-551-1075,053-551-1075,053-637-1073,2024-05-20
35.85373328,128.5475374,292,한의원,대건한의원,"대구광역시 달서구 달구벌대로 1658, 2층 (감삼동)",응급의료기관이외,대구,053-568-5568,053-568-5568,053-710-7215,2024-05-20
35.81891491,128.5212469,293,한의원,대구경희한의원,"대구광역시 달서구 진천로 117, 2층 (대천동)",응급의료기관이외,대구,053-636-3131,053-636-3131,053-636-3727,2024-05-20
