위도,경도,번호,구분,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,식단,행정동명,주관부서,기준일자
128.5649608,35.85840827,665,,일반음식점,까치골숯불촌,"대구광역시 달서구 파도고개로 225 (두류동,(지상1층))",대구광역시 달서구 두류동 108-12 (지상1층) ,053-655-0445,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.4863064,35.84997209,666,,일반음식점,까치놀,"대구광역시 달서구 호산동로36남길 18 (호산동,(지상1층))",대구광역시 달서구 호산동 0386-0008 (지상1층) ,053-592-1626,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5454818,35.81697307,667,,일반음식점,까치둥지,대구광역시 달서구 상인로 116 (상인동),대구광역시 달서구 상인동 1533-0015 ,053-639-6688,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5448341,35.81266485,668,,일반음식점,까투리,"대구광역시 달서구 월곡로 184 (상인동,상인리빙프라자 103호(지상1층))",대구광역시 달서구 상인동 1525-1 상인리빙프라자 103호(지상1층) ,053-639-0579,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5197077,35.80912822,669,,일반음식점,까페리움,"대구광역시 달서구 상화로7길 30, 1층 (진천동)",대구광역시 달서구 진천동 714-1 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.546993,35.81274522,670,,일반음식점,깐부감성포차,"대구광역시 달서구 상인서로 18-22, 1층 (상인동)",대구광역시 달서구 상인동 1553-6 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5452543,35.81721931,671,,일반음식점,깔꾸리,대구광역시 달서구 상인로 118-1 (상인동),대구광역시 달서구 상인동 1533-18 ,053-644-2729,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5512406,35.84624046,672,,일반음식점,깔꾸리식당,"대구광역시 달서구 장기로16길 60-5 (성당동,(지상1층))",대구광역시 달서구 성당동 670-23 (지상1층) ,053-624-3694,,성당동,대구광역시 달서구 위생과,2024-05-30
128.534206,35.84218773,673,,일반음식점,깔꾸리족발보쌈국수,"대구광역시 달서구 대명천로 240, 1층 (장기동)",대구광역시 달서구 장기동 550-5 외1필지 ,053-525-5382,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5042327,35.85380418,674,,일반음식점,깔끔이식당,"대구광역시 달서구 이곡서로 25 (이곡동,쇼핑월드청우주차빌딩 134호)",대구광역시 달서구 이곡동 1213 쇼핑월드청우주차빌딩 134호 ,053-585-2460,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5510255,35.85394808,675,,일반음식점,깜식당,대구광역시 달서구 당산로38길 45 (두류동),대구광역시 달서구 두류동 497-32 ,053-627-1008,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.4946996,35.85603188,676,,일반음식점,깟바,"대구광역시 달서구 서당로9길 15, 1층 (신당동)",대구광역시 달서구 신당동 1723-3 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5303896,35.83480186,677,,일반음식점,깡스푸드,"대구광역시 달서구 학산로7길 71-4, 1층 (본동)",대구광역시 달서구 본동 612-7 ,,,본동,대구광역시 달서구 위생과,2024-05-30
128.5514268,35.8540961,678,,일반음식점,깡우동 광장코아점,"대구광역시 달서구 달구벌대로344길 68, 1층 110호 (두류동, 더영스퀘어)",대구광역시 달서구 두류동 497-2 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.509006,35.8556818,679,,일반음식점,깡촌돼지찌개식육식당,대구광역시 달서구 이곡공원로1길 106 (이곡동),대구광역시 달서구 이곡동 1235 ,053-584-2525,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5459902,35.80781077,680,,일반음식점,깡통뒷고기,"대구광역시 달서구 상화로58길 7-11, 1층 (도원동)",대구광역시 달서구 도원동 1396-109 ,,,도원동,대구광역시 달서구 위생과,2024-05-30
128.5537947,35.83759243,681,,일반음식점,깨롱이네,"대구광역시 달서구 대명천로11길 12, 1층 (성당동)",대구광역시 달서구 성당동 264-1 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5615954,35.858398,682,,일반음식점,꼬꼬놀이터,"대구광역시 달서구 야외음악당로47길 105, 1층 14호 (두류동)",대구광역시 달서구 두류동 136-5 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.525611,35.85513864,683,,일반음식점,꼬꼬도리 닭도리탕,"대구광역시 달서구 용산서로 70-1, 1층 (용산동)",대구광역시 달서구 용산동 946-13 ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5512817,35.84323909,684,,일반음식점,꼬꼬불닭발(Mr.푸드),"대구광역시 달서구 장기로 85, 1층 (성당동)",대구광역시 달서구 성당동 635-2 ,053-652-0998,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5382443,35.81746243,685,,일반음식점,꼬꼬아찌 상인점,대구광역시 달서구 월곡로51길 8-9 (상인동),대구광역시 달서구 상인동 1402-5 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5410493,35.85266166,686,,일반음식점,꼬꾸맥치킨호프,대구광역시 달서구 죽전길 18 (감삼동),대구광역시 달서구 감삼동 0046-0015 ,053-562-9298,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5094053,35.85689334,687,,일반음식점,꼬끼옭,"대구광역시 달서구 이곡공원로1길 59 (이곡동,(지상1층))",대구광역시 달서구 이곡동 1233 (지상1층) ,053-582-3959,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5467214,35.81927309,688,,일반음식점,꼬뜨라네 비어가든,"대구광역시 달서구 송현로7길 37, 2층 (상인동)",대구광역시 달서구 상인동 871-1 2층 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5451567,35.84985138,689,,일반음식점,꼬마분식,"대구광역시 달서구 감삼남길 151, 1층 (감삼동)",대구광역시 달서구 감삼동 124-31 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5225207,35.82318677,690,,일반음식점,꼬모맨션본점,"대구광역시 달서구 조암로 71, 1층 (월성동)",대구광역시 달서구 월성동 1426 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5578867,35.85668891,691,,일반음식점,꼬부리24시 전주콩나물국밥,"대구광역시 달서구 두류공원로 263, 지하1~지상1층 (두류동)",대구광역시 달서구 두류동 473-1 외1필지 ,053-628-9288,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5368719,35.85301256,692,,일반음식점,꼬불이곱창,"대구광역시 달서구 와룡로 227, 1층 (죽전동)",대구광역시 달서구 죽전동 257-1 ,,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.4941993,35.85414567,693,,일반음식점,꼬오맥,"대구광역시 달서구 서당로7길 99, 지상1층 (신당동)",대구광역시 달서구 신당동 1806-6 ,053-584-2888,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5490414,35.85324375,694,,일반음식점,꼬쟁이,"대구광역시 달서구 당산로38길 8, 1층 (두류동)",대구광역시 달서구 두류동 630-20 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5496525,35.81068336,695,,일반음식점,꼬지랑우리랑,"대구광역시 달서구 상인로 33 (상인동,(지상1층))",대구광역시 달서구 상인동 1578-1 (지상1층) ,053-637-7532,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5313455,35.85803948,696,,일반음식점,꼬치가 주도,대구광역시 달서구 달구벌대로301길 183 (용산동),대구광역시 달서구 용산동 0933-0008 ,053-524-3828,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5295273,35.8423375,697,,일반음식점,꼬치의품격,"대구광역시 달서구 장기로57길 25, 1층 (장기동)",대구광역시 달서구 장기동 821-6 ,053-525-1777,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5490424,35.82825476,698,,일반음식점,꼭지해장국,대구광역시 달서구 월배로 373 (송현동),대구광역시 달서구 송현동 0629-0001 ,053-651-7530,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5512974,35.85370126,699,,일반음식점,꼰주닭발,대구광역시 달서구 달구벌대로344길 73 (두류동),대구광역시 달서구 두류동 0629-0009 ,053-622-1294,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.5172856,35.85739784,700,,일반음식점,꼴통막창,"대구광역시 달서구 선원남로 151, 210동 1층 103호 (용산동, 한마음아파트)",대구광역시 달서구 용산동 419-1 한마음아파트 ,,,용산2동,대구광역시 달서구 위생과,2024-05-30
128.5297011,35.81219156,701,,일반음식점,꽃돼지,"대구광역시 달서구 월배로24길 78, 1층 (진천동)",대구광역시 달서구 진천동 198-10 ,053-664-6656,,진천동,대구광역시 달서구 위생과,2024-05-30
128.549957,35.83203682,702,,일반음식점,꽃돼지 식당,"대구광역시 달서구 학산로46길 38, 1층 (송현동)",대구광역시 달서구 송현동 178-9 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5290211,35.79518629,703,,일반음식점,꽃돼지세상,"대구광역시 달서구 한실로6길 140, 1층 (대곡동)",대구광역시 달서구 대곡동 809-1 ,053-637-5573,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5267416,35.82345763,704,,일반음식점,꽃돼지식당월성점,"대구광역시 달서구 상원로 182, 서부빌딩 주건축물제1동 1층 (월성동)",대구광역시 달서구 월성동 1214-1 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.4932614,35.85489628,705,,일반음식점,꽃뚜껑,대구광역시 달서구 서당로7길 39 (신당동),대구광역시 달서구 신당동 1797 ,053-582-5992,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5164467,35.85113639,706,,일반음식점,꽈꽈분식(GUAGUA 분식),"대구광역시 달서구 성서동로 350, 상가2동 1층 107호 (용산동, 평화타운)",대구광역시 달서구 용산동 905 평화타운 ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5298183,35.81137902,707,,일반음식점,꾸꾸삼겹,"대구광역시 달서구 상화로29길 34, 1층 (진천동)",대구광역시 달서구 진천동 838-10 1층 ,053-635-5558,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5401749,35.85380833,708,,일반음식점,꾸보까,"대구광역시 달서구 죽전길 47, 1층 (죽전동)",대구광역시 달서구 죽전동 220-11 ,,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.5436056,35.84977219,709,,일반음식점,꾸브라꼬,"대구광역시 달서구 감삼길 106, 1층 (감삼동)",대구광역시 달서구 감삼동 155-19 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.4956914,35.85874103,710,,일반음식점,꾸브라꼬 숯불두마리치킨 성서계명대점,"대구광역시 달서구 서당로 77, 1층 (신당동)",대구광역시 달서구 신당동 1743-2 ,053-582-9334,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5211199,35.81646383,711,,일반음식점,꾸브라꼬숯불두마리치킨,"대구광역시 달서구 진천로 77, 301동 1층 117호 (진천동, 진천역 계룡 리슈빌)",대구광역시 달서구 진천동 602 진천역 계룡 리슈빌 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5309381,35.83857973,712,,일반음식점,꾸죠,"대구광역시 달서구 용산로 14, 1층 (본리동)",대구광역시 달서구 본리동 554 ,,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5124989,35.80819183,713,,일반음식점,꿀꿀이생양념구이,"대구광역시 달서구 명천로 14 (대곡동,A동(지상1층))",대구광역시 달서구 대곡동 39-1 A동(지상1층) ,053-638-0021,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5495141,35.82804141,714,,일반음식점,꿀꿀이수육국밥,"대구광역시 달서구 월배로 374, 1층 (송현동)",대구광역시 달서구 송현동 1932-2 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5514895,35.8277636,715,,일반음식점,꿀꿀이식당,"대구광역시 달서구 월배로74동길 27, 1층 (송현동)",대구광역시 달서구 송현동 1937-21 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5337276,35.83573255,716,,일반음식점,꿀꿀이통돼지왕소금구이,"대구광역시 달서구 구마로12길 36, 1층 (본동)",대구광역시 달서구 본동 719-2 외2필지 ,053-586-2900,,본동,대구광역시 달서구 위생과,2024-05-30
128.5096413,35.80801148,717,,일반음식점,꿀돼지뒷고기,"대구광역시 달서구 비슬로 2688, 1층 (대곡동)",대구광역시 달서구 대곡동 8-1 ,053-637-0878,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5044823,35.85295396,718,,일반음식점,꿀품은 갓돼지,"대구광역시 달서구 달구벌대로251길 9, 117~118호 (이곡동,(쇼핑월드))",대구광역시 달서구 이곡동 1213-4 (쇼핑월드) 117~118호,053-591-8007,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5076455,35.85573493,719,,일반음식점,꿈몽글,"대구광역시 달서구 성서로 428 (이곡동,(지상1층))",대구광역시 달서구 이곡동 1242-3 (지상1층) ,053-583-5718,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.493133,35.8563127,720,,일반음식점,꿈에본춘천집,대구광역시 달서구 서당로9길 42 (신당동),대구광역시 달서구 신당동 1714-0010 ,053-0584-5660,,신당동,대구광역시 달서구 위생과,2024-05-30
128.530548,35.83440334,721,,일반음식점,꿉스,"대구광역시 달서구 학산로7길 69-6, 1층 (본동)",대구광역시 달서구 본동 613-7 ,,,본동,대구광역시 달서구 위생과,2024-05-30
128.5246595,35.82393465,722,,일반음식점,꿉양,"대구광역시 달서구 조암로 51, 1층 103호 (월성동)",대구광역시 달서구 월성동 1147-13 ,053-633-8258,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5365329,35.85666657,723,,일반음식점,꿍이네,"대구광역시 달서구 와룡로53길 11 (죽전동,(지상1층))",대구광역시 달서구 죽전동 372-13 (지상1층) ,053-552-3002,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.5241916,35.82376936,724,,일반음식점,끝돈 신월성점,"대구광역시 달서구 조암로 55, A동 1층 (월성동)",대구광역시 달서구 월성동 1538-1 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5387699,35.84984324,725,,일반음식점,끝돈죽전점,"대구광역시 달서구 감삼길 16 (감삼동,(지상1층))",대구광역시 달서구 감삼동 143-1 (지상1층) ,053-567-4700,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.4925363,35.8545989,726,,일반음식점,끼리,"대구광역시 달서구 서당로7길 60, 1층 (신당동)",대구광역시 달서구 신당동 1793-4 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5471002,35.80743602,727,,일반음식점,끼리비어,"대구광역시 달서구 상화로 300-21, 1층 101, 102호 (도원동)",대구광역시 달서구 도원동 572 ,053-253-4443,,도원동,대구광역시 달서구 위생과,2024-05-30
128.5290911,35.84325322,728,,일반음식점,나나무라,"대구광역시 달서구 장기로57서길 6 (장기동,지상1층)",대구광역시 달서구 장기동 816-7 지상1층 ,070-8196-300,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5230969,35.81975506,729,,일반음식점,나니와,"대구광역시 달서구 조암남로 93, 1층 (월성동)",대구광역시 달서구 월성동 1396-7 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5524288,35.85382182,730,,일반음식점,나다미식당,"대구광역시 달서구 야외음악당로39서길 24, 1층 (두류동)",대구광역시 달서구 두류동 611-15 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5391061,35.84776628,731,,일반음식점,나도푸드,"대구광역시 달서구 감삼남길 33, 1층 (감삼동)",대구광역시 달서구 감삼동 168-12 ,053-565-5279,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5470628,35.83685925,732,,일반음식점,나드리김밥 앤 조선의갈비탕,"대구광역시 달서구 구마로 176, 송림시장 가동 1층 1,2,3,5호 (본동)",대구광역시 달서구 본동 225-1 송림시장 ,,,본동,대구광역시 달서구 위생과,2024-05-30
128.5382395,35.8114788,733,,일반음식점,나드리김밥대동시장점,"대구광역시 달서구 상화북로 117, 12동 101호 (상인동, 청자아파트상가)",대구광역시 달서구 상인동 1473-1 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5270466,35.81454129,734,,일반음식점,나드리김밥월배점,"대구광역시 달서구 월배로 114, 1층 (진천동)",대구광역시 달서구 진천동 246-9 ,053-644-8880,,진천동,대구광역시 달서구 위생과,2024-05-30
128.55077,35.82945804,735,,일반음식점,나드리김밥천국,"대구광역시 달서구 월배로 394 (송현동,외2필지    A동)",대구광역시 달서구 송현동 1931 외2필지    A동 ,053-621-6088,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5456985,35.81331158,736,,일반음식점,나드리김밥천국,"대구광역시 달서구 상화북로 185 (상인동,동창빌딩101호)",대구광역시 달서구 상인동 1527-4 동창빌딩101호 ,053-632-7171,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5361169,35.80811759,737,,일반음식점,나드리김밥천국대곡점,대구광역시 달서구 도원로 17 (도원동),대구광역시 달서구 도원동 1435-3 ,053-641-4476,,도원동,대구광역시 달서구 위생과,2024-05-30
128.530383,35.83964116,738,,일반음식점,나들이김밥,대구광역시 달서구 용산로 25 (본리동),대구광역시 달서구 본리동 1208-2 ,053-568-8289,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5456909,35.83346153,739,,일반음식점,나무집,"대구광역시 달서구 학산로 178, 푸른방송 혜림별관 C동 1층 (송현동)",대구광역시 달서구 송현동 530-25 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5219879,35.85495931,740,,일반음식점,나물밥상,"대구광역시 달서구 새동네로 81-7, 1층 (용산동)",대구광역시 달서구 용산동 427-3 ,053-554-5346,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.546308,35.823631,741,,일반음식점,나비,"대구광역시 달서구 송현로12길 7, B동 1층2호 (송현동)",대구광역시 달서구 송현동 1944-10 B동 1층2호,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.543483,35.84059101,742,,일반음식점,나원생고기,"대구광역시 달서구 대명천로 148, C동 지상1층 (본리동)",대구광역시 달서구 본리동 0145-0001 (지상1층) C동 ,053-571-2163,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5044823,35.85295396,743,,일반음식점,나의길,"대구광역시 달서구 달구벌대로251길 9, 501호 (이곡동, -쇼핑월드-)",대구광역시 달서구 이곡동 1213-0004 (쇼핑월드) 501호,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5247238,35.82267221,744,,일반음식점,나의아저씨,"대구광역시 달서구 조암남로14안길 12-5, 주건축물제1동 1층 (월성동)",대구광역시 달서구 월성동 1340-5 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5350135,35.81573747,745,,일반음식점,나이스맛집,"대구광역시 달서구 월배로38길 47, 1층 (상인동)",대구광역시 달서구 상인동 1435-5 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.4943832,35.85509861,746,,일반음식점,나이스투미츄,대구광역시 달서구 서당로7길 22 (신당동),대구광역시 달서구 신당동 1804-0016 ,053-583-7472,,신당동,대구광역시 달서구 위생과,2024-05-30
128.4860129,35.85026409,747,,일반음식점,나인바,"대구광역시 달서구 호산동로 168-1, 2층 (호산동)",대구광역시 달서구 호산동 383-3 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5203675,35.82284455,748,,일반음식점,나주어탕,대구광역시 달서구 조암로20길 3 (월성동),대구광역시 달서구 월성동 1533-1 ,053-642-6234,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.548477,35.79743345,749,,일반음식점,낙동강,"대구광역시 달서구 수밭길 15 (도원동,(지상2층))",대구광역시 달서구 도원동 973-2 (지상2층) ,053-637-5292,,도원동,대구광역시 달서구 위생과,2024-05-30
128.548477,35.79743345,750,,일반음식점,낙동생오리,"대구광역시 달서구 수밭길 15 (도원동,(지상1층))",대구광역시 달서구 도원동 973-2 (지상1층) ,053-637-5292,,도원동,대구광역시 달서구 위생과,2024-05-30
128.5083267,35.85605079,751,,일반음식점,낙산가든,"대구광역시 달서구 이곡공원로1길 14 (이곡동,(지상1층))",대구광역시 달서구 이곡동 431 (지상1층) ,053-587-5552,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5255431,35.81633567,752,,일반음식점,낙원닭발식당,"대구광역시 달서구 진천로16길 39, 진천맛타운 1층 131호 (진천동)",대구광역시 달서구 진천동 553 진천맛타운 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5515158,35.84616481,753,,일반음식점,낙원식당,"대구광역시 달서구 야외음악당로 101, 1층 (성당동)",대구광역시 달서구 성당동 670-3 1층 ,053-652-6681,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5376465,35.81457737,754,,일반음식점,낙원장반점,"대구광역시 달서구 월곡로53동길 47, 지상1층 (상인동)",대구광역시 달서구 상인동 1416-0007 (지상1층) ,053-632-4664,,상인2동,대구광역시 달서구 위생과,2024-05-30
128.5392467,35.83786079,755,,일반음식점,낙지이야기,"대구광역시 달서구 구마로 105 (본리동,(지상1층))",대구광역시 달서구 본리동 0352-0001 (지상1층) ,053-521-2088,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5392467,35.83786079,756,,일반음식점,낙지이야기,"대구광역시 달서구 구마로 105 (본리동,(지상2층))",대구광역시 달서구 본리동 0352-0001 (지상2층) ,053-527-0404,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5388796,35.84119977,757,,일반음식점,낙칼본점,"대구광역시 달서구 대명천로 194 (본리동,(지상1층))",대구광역시 달서구 본리동 82-2 (지상1층) ,053-552-9295,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5557642,35.85286851,758,,일반음식점,날마다복(두류점),"대구광역시 달서구 야외음악당로 187-1, 1층 (두류동)",대구광역시 달서구 두류동 618-4 ,053-625-9733,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.555862,35.85277712,759,,일반음식점,날마다복(두류점),"대구광역시 달서구 야외음악당로 187, 1층 (두류동)",대구광역시 달서구 두류동 618-14 ,053-628-1221,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.5255431,35.81633567,760,,일반음식점,날마다생고기,"대구광역시 달서구 진천로16길 39, 진천맛타운 1층 136호 (진천동)",대구광역시 달서구 진천동 553 진천맛타운 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5534951,35.85570946,761,,일반음식점,날으는산오징어,"대구광역시 달서구 달구벌대로344길 11 (두류동,(1층))",대구광역시 달서구 두류동 490-37 (1층) ,053-622-8467,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.5210519,35.80710163,762,,일반음식점,남강장어,"대구광역시 달서구 화암로 378, 1층 (대곡동)",대구광역시 달서구 대곡동 1023 외1필지 ,053-633-4040,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5042327,35.85380418,763,,일반음식점,남경생아귀,"대구광역시 달서구 이곡서로 25 (이곡동,쇼핑월드청우주차빌딩(지하1층))",대구광역시 달서구 이곡동 1213 쇼핑월드청우주차빌딩(지하1층) ,053-593-5170,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5343421,35.83776132,764,,일반음식점,남경칼치식당,대구광역시 달서구 구마로 61 (본리동),대구광역시 달서구 본리동 659-1 ,053-654-6733,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5311608,35.80235933,765,,일반음식점,남경회식당,"대구광역시 달서구 갈밭로 28, 2층 201호 (대곡동)",대구광역시 달서구 대곡동 1076 ,053-644-0505,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5515008,35.83118784,766,,일반음식점,남다른 대구막창 송현역점,"대구광역시 달서구 월배로 411, 1층 (송현동)",대구광역시 달서구 송현동 187-2 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5362025,35.81657838,767,,일반음식점,남다른 집밥,"대구광역시 달서구 월곡로53길 52, 1층 (상인동)",대구광역시 달서구 상인동 1410-3 ,053-642-5551,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5255431,35.81633567,768,,일반음식점,남다른감자탕 진천점,"대구광역시 달서구 진천로16길 39, 지상2층 202~205호 (진천동, 진천맛타운)",대구광역시 달서구 진천동 555-3 ,053-637-2111,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5034853,35.85174087,769,,일반음식점,남다른감자탕성서점,"대구광역시 달서구 달구벌대로 1244, 1층 (이곡동)",대구광역시 달서구 이곡동 1000-303 ,053-592-2211,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5303813,35.84128128,770,,일반음식점,남대구식당,"대구광역시 달서구 용산로 43 (본리동,(지상1층))",대구광역시 달서구 본리동 1198-11 (지상1층) ,053-0522-7415,,본리동,대구광역시 달서구 위생과,2024-05-30
128.4828748,35.84996042,771,,일반음식점,남도숯불갈비,대구광역시 달서구 달서대로109안길 70 (호산동),대구광역시 달서구 호산동 0390-0003 ,053-591-9696,,신당동,대구광역시 달서구 위생과,2024-05-30
128.542233,35.84862733,772,,일반음식점,남도횟집,"대구광역시 달서구 감삼남길 94, 1층 (감삼동)",대구광역시 달서구 감삼동 189-34 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5371,35.85737122,773,,일반음식점,남산 코코(COCO)돈까스,"대구광역시 달서구 와룡로 275, 1층 (죽전동)",대구광역시 달서구 죽전동 366-11 외1필지 ,053-553-4133,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.5516874,35.83395197,774,,일반음식점,남송생고기,"대구광역시 달서구 학산로 231 (송현동,지상1층)",대구광역시 달서구 송현동 127-8 지상1층 ,053-655-8188,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.553628,35.83358446,775,,일반음식점,남양왕족발보쌈,"대구광역시 달서구 학산로 248-1, 1층 (송현동)",대구광역시 달서구 송현동 144-3 ,053-623-8633,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.547229,35.81521135,776,,일반음식점,남해해물찜,"대구광역시 달서구 상인로 90, 1층 (상인동)",대구광역시 달서구 상인동 1537-14 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5278383,35.8154414,777,,일반음식점,남해해물찜,대구광역시 달서구 월배로 123-4 (진천동),대구광역시 달서구 진천동 0090-0001 ,053-0634-6022,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5092695,35.85673284,778,,일반음식점,남해회집,대구광역시 달서구 이곡공원로1길 60 (이곡동),대구광역시 달서구 이곡동 133-3 ,053-584-6933,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5243088,35.85419093,779,,일반음식점,낭만 숯불 아나고 곰장어,"대구광역시 달서구 장산로 56 (용산동,(지상1층))",대구광역시 달서구 용산동 947-21 (지상1층) ,053-527-7717,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5369235,35.81208139,780,,일반음식점,낭만사시미,"대구광역시 달서구 상원로 24-8, 1층 (상인동)",대구광역시 달서구 상인동 1470-1 ,053-636-2022,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.4935403,35.85206318,781,,일반음식점,낭만사시미,"대구광역시 달서구 서당로3길 95, 1층 (신당동)",대구광역시 달서구 신당동 1825-7 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5451496,35.84548989,782,,일반음식점,낭만상회.com,"대구광역시 달서구 당산동길 9, 두류종합상가 2층 203호 (성당동)",대구광역시 달서구 성당동 704-5 두류종합상가 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5377742,35.81775682,783,,일반음식점,낭만짚불구이 상인점,대구광역시 달서구 월곡로53길 16-4 (상인동),대구광역시 달서구 상인동 1398-9 ,053-638-9591,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5465577,35.8256644,784,,일반음식점,낭만포차,"대구광역시 달서구 월배로67길 5 (송현동,(지상1층))",대구광역시 달서구 송현동 1915-8 (지상1층) ,053-653-6774,,송현2동,대구광역시 달서구 위생과,2024-05-30
