위도,경도,약국명,주소,대표전화,팩스번호,소관부서,기준일자
35.83100789,128.5520959,영남제일약국,대구광역시 달서구 월배로 414 (송현동),053-651-1343,053-651-1343,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82488853,128.5460438,영림약국,대구광역시 달서구 월배로 327 (송현동),053-651-5513,053-628-5514,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80873504,128.5503369,오성약국,대구광역시 달서구 월곡로26길 33 (상인동),053-641-8810,053-641-8117,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84334869,128.5378682,류민정온누리약국,대구광역시 달서구 장기로 205 (본리동),053-527-5829,053-526-5829,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80928928,128.512741,올리브약국,대구광역시 달서구 비슬로 2720 (대곡동),053-325-8357,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8153036,128.5205482,옵티마참약국,"대구광역시 달서구 진천로23길 70, 106호 (대천동, 대천빌딩)",053-643-2340,053-643-2340,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85689673,128.5213078,용산경북약국,대구광역시 달서구 성지로 86 (용산동),053-584-8484,053-584-8483,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8578036,128.5303153,용산동산약국,대구광역시 달서구 용산로 225 (용산동),053-521-7959,053-523-7314,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8583149,128.5308723,온누리용산제일약국,대구광역시 달서구 용산로 232 (용산동),053-524-3956,053-524-3955,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8577651,128.5308687,용산현대약국,"대구광역시 달서구 용산로 226, 1층 (용산동)",053-526-9756,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81321984,128.5209329,우리약국,"대구광역시 달서구 월배로 58, 1층 (진천동)",053-642-7205,053-642-7206,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85493476,128.5508782,우리함께약국,"대구광역시 달서구 달구벌대로 1690, 1층 (두류동)",053-656-5521,053-656-5526,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82079483,128.5323814,원광한약국,대구광역시 달서구 월서로 20 (상인동),053-635-0246,053-635-0246,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82438159,128.5243262,원더풀약국,"대구광역시 달서구 조암로 48, 1층 (월성동)",053-655-8270,053-654-8270,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83747499,128.5491411,원약국,대구광역시 달서구 구마로 195 (성당동),053-621-9504,053-622-9504,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83791698,128.5568815,원진약국,대구광역시 달서구 구마로 265 (성당동),053-621-0205,053-621-0205,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84868173,128.5364872,월드약국,"대구광역시 달서구 와룡로 169, 101동 104호 (감삼동, 월드마크웨스트엔드)",053-522-3738,050-4467-8367,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83222907,128.5531006,월드컵약국,대구광역시 달서구 월배로 432 (송현동),053-629-8575,053-629-8576,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82115374,128.5286764,월성하나약국,대구광역시 달서구 조암남로 41 (월성동),053-643-6366,053-643-6365,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85355191,128.4783066,위드팜새동안약국,"대구광역시 달서구 달구벌대로 203길 6, 1,2층 101호 (호산동)",053-585-6292,053-588-6292,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80565981,128.5507029,유공약국,"대구광역시 달서구 월곡로 86, C동 지1층 (도원동)",053-632-6334,053-632-6335,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82625298,128.5291972,유니약국,대구광역시 달서구 조암로 4 (월성동),053-637-1493,053-637-9314,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81148577,128.5175797,유안약국,대구광역시 달서구 월배로 18 (진천동),053-639-8858,050-7075-6141,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85693505,128.4996183,유창약국,대구광역시 달서구 성서서로 355-1 (신당동),053-592-2033,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81611871,128.5196461,은민약국,"대구광역시 달서구 월배로11길 32, 102호 (대천동)",053-636-7771,0504-064-1468,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82088523,128.5463484,은빛약국,대구광역시 달서구 송현로7길 20,053-624-7505,053-624-7506,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83275736,128.5538569,은성약국,"대구광역시 달서구 월배로 440, 1층 (송현동)",053-657-3306,0504-089-3498,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81659725,128.5173696,은솔약국,"대구광역시 달서구 조암남로 158, 2층 (유천동)",053-643-7878,053-643-7877,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81839219,128.5395696,은약국,대구광역시 달서구 상인서로 103-6 (상인동),053-644-3432,053-644-3432,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85509985,128.5052311,은행약국,대구광역시 달서구 계대동문로 116 (이곡동),053-588-8301,053-588-8302,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85744759,128.5127085,이곡동산약국,"대구광역시 달서구 선원남로 113, 107호 (이곡동)",053-587-2411,053-587-2411,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85571785,128.4975513,이레약국,대구광역시 달서구 계대동문로 47 (신당동),053-592-0401,053-592-0401,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85107202,128.5731042,이화약국,대구광역시 달서구 성당로 209 (성당동),053-628-1230,053-626-1236,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85039019,128.5148108,일진약국,대구광역시 달서구 달구벌대로 1348 (이곡동),053-582-9675,053-581-7002,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84832184,128.5676598,자생약국,"대구광역시 달서구 두류공원로28길 26, 1층 (성당동)",053-653-2472,053-653-2472,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85038003,128.5150764,장기약국,대구광역시 달서구 달구벌대로 1352 (이곡동),053-583-0207,053-583-0207,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84811532,128.5280476,장기우리약국,대구광역시 달서구 한들로 23 (장기동),053-555-6787,050-4011-6561,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84700443,128.5265125,장기참사랑약국,"대구광역시 달서구 한들로 36, 116동 104호 (장기동, 장기영남네오빌파크상가)",053-522-8700,053-522-8700,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84384836,128.5309196,장기참좋은약국,대구광역시 달서구 장기로 268 (장기동),053-563-5545,053-563-5545,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83686255,128.547067,장수약국,대구광역시 달서구 구마로 176 (본동),053-626-5520,053-626-5530,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85126309,128.5417081,정문약국,대구광역시 달서구 감삼북길 130 (감삼동),053-653-5107,053-653-5108,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82245549,128.5478975,정약국,대구광역시 달서구 송현로 40 (송현동),053-625-3128,053-625-3129,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84334216,128.5312483,제이약국,대구광역시 달서구 장기로 265 (장기동),053-566-7369,053-566-7369,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85495822,128.5109985,제일약국,"대구광역시 달서구 이곡공원로 32, B동 1층 (이곡동)",053-593-0330,053-593-0440,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81613303,128.5307788,제중약국,대구광역시 달서구 월배로 152 (진천동),053-637-0911,0303-3132-5319,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85383073,128.5459327,종합약국,대구광역시 달서구 달구벌대로 1643 (감삼동),053-567-7475,053-559-4542,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81372716,128.5244773,주차장약국,대구광역시 달서구 진천로 56 (진천동),053-631-2505,053-631-2606,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84333082,128.5358201,죽전약손약국,"대구광역시 달서구 장기로 225, 101호 (장기동)",053-567-0677,0508-932-0677,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85092012,128.5378087,죽전하나약국,"대구광역시 달서구 달구벌대로 1565, 1층 (죽전동)",053-572-1110,0504-407-6496,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85129309,128.5390512,죽전해맑은약국,대구광역시 달서구 달구벌대로 1577 (죽전동),053-523-8899,053-523-8899,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8606118,128.5742028,준약국,대구광역시 달서구 명덕로 23 (두류동),053-626-2562,070-8274-5413,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80704047,128.5364276,중앙약국,"대구광역시 달서구 한실로 89, 1층 (도원동)",053-638-0688,053-637-8188,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80723419,128.5354331,지혜약국,"대구광역시 달서구 도원로 30, 205호 (도원동, 대곡프라자)",053-642-0680,053-642-0687,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8147617,128.5207991,진약국,"대구광역시 달서구 월배로11길 14, 104호 (진천동)",053-636-2016,053-636-2015,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.850369,128.536089,참약국,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 1층 108호 (죽전동)",053-521-0036,053-521-0037,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85436321,128.5110279,참조은약국,대구광역시 달서구 이곡동로 31 (이곡동),053-585-9454,053-586-9454,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84584159,128.5446933,참좋은약국,대구광역시 달서구 당산로 94 (성당동),053-633-0046,053-638-0047,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82692745,128.5315813,월성강약국,대구광역시 달서구 학산로 16 (월성동),053-633-8427,053-644-2580,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82551999,128.5298564,천사약국,"대구광역시 달서구 월곡로 379, 1층 106호 (월성동)",053-639-1003,0504-349-1336,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80717774,128.5359638,초록약국,대구광역시 달서구 도원로 29 (도원동),053-639-4388,053-639-4388,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80728434,128.5342937,초이스약국,"대구광역시 달서구 한실로 69, 대한빌딩 103호 (도원동)",053-635-2344,0504-447-7249,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81646383,128.5211201,초코약국,"대구광역시 달서구 진천로 77, 계룡리슈빌몰 301동 217호 (진천동, 진천역 계룡 리슈빌)",053-643-1500,053-643-1510,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85450681,128.5498567,크로바약국,"대구광역시 달서구 달구벌대로 1680 (두류동,(지1층))",053-622-1225,053-624-1225,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82988503,128.5512691,킴스약국,대구광역시 달서구 월배로 400 (송현동),053-651-5332,053-651-5332,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85699314,128.5560077,타워약국,대구광역시 달서구 달구벌대로 1744 (두류동),053-625-2677,053-625-2677,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81392961,128.5214576,태양약국,대구광역시 달서구 월배로 63 (진천동),053-631-2325,053-631-2326,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82364538,128.5458914,태화약국,대구광역시 달서구 월배로 316 (송현동),053-625-2692,053-625-2692,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.8501079,128.5380357,토마토약국,대구광역시 달서구 달구벌대로 1562 (감삼동),053-553-3535,0504-412-3535,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82176054,128.5280164,튼튼약국,"대구광역시 달서구 조암남로 42, 202호 (월성동)",053-633-7712,053-633-7713,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83156785,128.5298746,파티마약국,"대구광역시 달서구 학산로7길 39 (월성동,월성주공3단지 상가 110호)",053-635-6446,053-631-1229,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85015341,128.5339066,편한약국,"대구광역시 달서구 달구벌대로 1525, 101호 (죽전동, 진도골드타워)",053-743-5658,053-565-5658,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85204734,128.5376835,평화약국,"대구광역시 달서구 와룡로 218, 1층 (죽전동)",053-553-0023,053-553-0059,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81449849,128.5274038,평화온누리약국,"대구광역시 달서구 월배로 120, 서호메디칼타워 1층 102호 (진천동)",053-638-5050,053-638-5051,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85242354,128.5441959,포레약국,대구광역시 달서구 달구벌대로 1624(감삼동),053-323-0770,053-561-0771,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82712717,128.5433255,푸른약국,"대구광역시 달서구 송현로 113, 106호 (송현동, 본동주공1차아파트)",053-636-1646,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81909078,128.5160135,플러스약국,"대구광역시 달서구 조암로 149, 105호 (대천동)",053-639-8866,053-639-8867,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81850138,128.5373349,하나약국,대구광역시 달서구 월배로 218 (상인동),053-639-3616,053-639-3617,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81461399,128.5478766,하늘온누리약국,대구광역시 달서구 상화북로 209 (상인동),053-642-4556,053-642-4557,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85602251,128.5534544,한국약국,대구광역시 달서구 달구벌대로 1718 (두류동),053-652-0394,053-652-0395,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.86150444,128.5722494,한마음약국,대구광역시 달서구 명덕로 4 (두류동),053-653-0084,053-622-2275,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85401876,128.5540605,한미약국,대구광역시 달서구 야외음악당로39길 45 (두류동),053-624-9831,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83192291,128.5331421,한약국,"대구광역시 달서구 월성로 36, 월성주공4단지 나동 115호 (월성동)",070-8654-7110,053-642-2110,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83434909,128.5368222,합동약국,대구광역시 달서구 와룡로 19-1 (본동),053-623-6910,053-623-6910,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.80910204,128.512264,해맑은약국,대구광역시 달서구 비슬로 2716 (대곡동),053-639-8275,053-639-8275,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.82039898,128.5462454,해봄약국,"대구광역시 달서구 송현로7길 26, 정원빌딩 101호 (상인동)",053-637-0794,053-637-0793,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.84928268,128.5351296,햇살약국,대구광역시 달서구 용산로24길 87 (감삼동),053-556-7511,053-556-7511,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85117854,128.5364598,행복한약국,"대구광역시 달서구 와룡로41길 11, 1층 (죽전동)",053-568-2326,053-568-2328,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85515612,128.5047111,현샘약국,대구광역시 달서구 달구벌대로251길 33 (이곡동),053-585-3606,053-586-0105,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81608424,128.5295833,현약국,대구광역시 달서구 월배로 141 (진천동),053-633-0912,053-633-1983,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81891491,128.5212469,혜안약국,"대구광역시 달서구 진천로 117, 119호 (대천동, 월배이타운)",053-631-8569,053-631-8568,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85378067,128.4995541,홈플러스약국,대구광역시 달서구 신당로 63 (신당동),053-586-7676,053-586-7674,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83004237,128.528337,화성약국,"대구광역시 달서구 월성로 77, 나동 114호 (월성동,월성주공2단지상가)",053-635-2120,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85508885,128.5078329,황소약국,"대구광역시 달서구 성서로 420, 109호 (이곡동, 메가타운)",053-581-3328,053-581-3428,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85639614,128.5545199,효성약국,대구광역시 달서구 달구벌대로 1728 (두류동),053-622-3645,053-625-3834,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85387597,128.5478705,희망약국,대구광역시 달서구 달구벌대로 1662 (감삼동),053-564-6630,053-564-6631,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.81865948,128.5157009,선한약국,대구광역시 달서구 조암남로32길 30 (대천동),053-642-9995,053-642-9996,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.861676,128.572289,나은약국,"대구광역시 달서구 명덕로 6, 1층 (두류동)",053-261-0600,0504-244-8474,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.813256,128.523788,조은안약국,"대구광역시 달서구 월배로 80, 401동 111호 (진천동, 진천역대성스카이렉스아파트)",053-636-7700,053-636-7702,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.813207,128.546447,상인365심야약국,"대구광역시 달서구 상화북로 188, 1층 (상인동)",053-633-7974,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.857519,128.570174,마을약국,"대구광역시 달서구 두류남길 78, 1층 (두류동)",,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.836704,128.556292,더장수약국,"대구광역시 달서구 월배로 487-1, 1층 (송현동)",053-629-7582,053-629-7589,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.813111,128.521469,정담약국,대구광역시 달서구 월배로 62(진천동),053-632-2277,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.851054,128.537532,이룸약국,"대구광역시 달서구 와룡로 206, 1층 (죽전동)",053-754-2010,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.819137,128.515308,준진약국,"대구광역시 달서구 조암남로32길 40 (대천동, 월배삼정그린코아포레스트)",,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.855382,128.492457,계대동문약국,"대구광역시 달서구 계대동문로 2, 1층 (신당동)",,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.853659,128.478716,새로운약국,"대구광역시 달서구 달구벌대로205길 11, 1층 (호산동)",053-585-0535,053-584-0535,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.855768,128.478623,대형약국,"대구광역시 달서구 달구벌대로205길 16, 1,2층 (호산동)",053-582-5698,053-582-5697,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.843355,128.539291,올약국,"대구광역시 달서구 장기로 193, 1층 (본리동)",,0504-055-9551,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.585471,128.525573,강창역약국,"대구광역시 달서구 달구벌대로 지하1014, B2-1호, 강창역약국 (호산동)",,053-267-9993,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.853438,128.4785,편안한약국,"대구광역시 달서구 달구벌대로205길 7, 1, 2층 (호산동)",053-585-5799,053-585-5788,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.825234,128.526455,월성사랑약국,"대구광역시 달서구 조암로 32, 신월성미소지움 116호 (월성동)",053-635-7300,053-635-7301,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.842201,128.530882,본리심야약국,"대구광역시 달서구 용산로 52, 1층 (장기동)",053-523-1101,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83299,128.534212,태극약국,"대구광역시 달서구 구마로12길 93, 월성주공5단지아파트 107호 (본동)",053-631-9303,053-631-9303,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.854992,128.555345,동산약국,"대구광역시 달서구 야외음악당로39동길 32, 115동 103호 (두류동)",053-242-0065,053-242-0064,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.818182,128.538275,상인역4번출구 무궁화약국,"대구광역시 달서구 월곡로 269, 1층 (상인동)",053-636-7580,053-636-7581,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.842124,128.538203,본리사랑약국,"대구광역시 달서구 장기로 217, 1층 (본리동)",053-567-7488,053-567-7488,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.815192,128.527458,성모약국,대구광역시 달서구 월배로 119(진천동),053-644-3722,,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.83679,128.551528,봄약국,대구광역시 달서구 구마로 218(송현동),053-651-8276,053-653-8276,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.856371,128.554191,해든약국,"대구광역시 달서구 달구벌대로 1726, 1층 103호 (두류동)",053-622-2300,0504-421-5384,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.818055,128.536228,시민약국,"대구광역시 달서구 월배로 204, 성모여성병원 1층 (상인동)",053-642-7300,053-642-7301,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.854273,128.546678,잘짓는약국,"대구광역시 달서구 달구벌대로 1653, 1층 103호 (감삼동)",053-573-0304,053-573-0305,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.85494,128.508652,성서까치약국,"대구광역시 달서구 이곡공원로 12, 1층 (이곡동)",053-522-7008,053-521-6008,대구광역시 달서구 보건소 보건행정과,2024-05-13
35.823762,128.528275,더나은약국,"대구광역시 달서구 조암로 5, 1층 107호 (월성동)",053-632-1117,053-632-9111,대구광역시 달서구 보건소 보건행정과,2024-05-13
