위도,경도,명칭,주소,전화번호,행정동,담당부서,기준일자
35.80659619,128.5227374,삼성래미안2차아파트,"대구광역시 달서구 상화로 86(대곡동,삼성래미안2차)",053-634-7577,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80830448,128.5153903,대곡이오스,대구광역시 달서구 비슬로550길 38,053-631-0418,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8164463,128.5251371,이안진천아파트,대구광역시 달서구 진천로18길 10,053-631-6242,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81841401,128.5286028,포스코더샾,"대구광역시 달서구 월서로 51(진천동,월배역포스코더샾)",053-631-0507,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81439232,128.5081594,유천포스코더샵,대구광역시 달서구 달서대로 67,053-261-0765,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81414241,128.5222669,진천트윈팰리스경로당,"대구광역시 달서구 월배로 71(진천동, 진천트윈팰리스)",053-643-0032,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81414772,128.5189692,진천역화성파크리젠시,"대구광역시 달서구 월배로11길 9-16(유천동,화성파크리젠시2단지)",053-631-5008,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81347189,128.5105327,대곡역화성파크드림경로당,"대구광역시 달서구 달서대로 41(유천동,화성파크드림)",053-638-3456,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8100256,128.5175813,진천태왕아너스경로당,"대구광역시 달서구 상화로5길 23, 상화로5길 24(진천동,태왕아너스1,2단지)",053-636-2006,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81363969,128.5238681,진천역대성스카이렉스 ,"대구광역시 달서구 월배로 80(진천동,진천역대성스카이레스)",070-8911-7011,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81034467,128.5188338,진천태왕아너스2단지관리사무실,대구광역시 달서구 상화로5길 24,053-290-2020,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81646383,128.5211201,진천역계룡리슈빌,대구광역시 달서구 진천로 77,053-249-4045,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81472572,128.516616,진천역AK그랑폴리스1차아파트노인정,"대구광역시 달서구 월배로11길 33(진천동, 진천역AK그랑폴리스)",053-638-0885,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81580647,128.5147196,월배1차아이파크,대구광역시 달서구 조암남로 182,000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81347189,128.5105327,대곡역화성파크드림아파트,대구광역시 달서구 달서대로 41,053-636-4350,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81946119,128.513714,월배2차아이파크,대구광역시 달서구 월배로5길 76,000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.79879724,128.5314819,수목원제일풍경채,대구광역시 달서구 갈밭남로12(대곡동),000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.79658888,128.5294646,수목원서한이다음,대구광역시 달서구 한실로6길 123(대곡동),000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80243205,128.528895,대곡천년나무,"대구광역시 달서구 갈밭로33(대곡동, 대구대곡LH천년나무1단지)",000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.79926113,128.5305335,수목원호정포레스트,대구광역시 달서구 갈밭남로 17,000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81651286,128.5425779,영남화성경로당,대구광역시 달서구 상인서로 76(상인동),053-637-6973,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81323018,128.5449679,상인동서,대구광역시 달서구 상인서로 39,053-642-3007,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81584163,128.5415221,상인보성,대구광역시 달서구 상인서로 75,053-634-2879,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81791126,128.5402856,상인동방현대,대구광역시 달서구 상인서로 85,053-641-8885,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82358041,128.5343036,보성은하타운관리사무소,대구광역시 달서구 월곡로 320(상인동) ,053-634-9421,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81821486,128.5409185,동화태왕한양,"대구광역시 달서구 상인서로 94(상인동,동화태왕한양)",053-641-9760,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81519129,128.5438194,상인서한,대구광역시 달서구 상인서로 46,053-634-4154,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81556453,128.543003,상인우방,"대구광역시 달서구 상인서로 65(상인동,우방타운)",053-641-4533,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81411597,128.5464015,성지아파트관리사무소,대구광역시 달서구 상화북로 195,053-636-2092,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81525449,128.5457785,청구상인타운아파트노인정,"대구광역시 달서구 상인로 105(상인동,청구아파트)",053-283-4904,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8203298,128.539627,화성하이츠,대구광역시 달서구 월배로 245,053-631-4641,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81846433,128.5475158,월촌화성보성노인회관,대구광역시 달서구 송현로7길 41,053-641-7466,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82002555,128.5310593,상인신일해피트리경로당,"대구광역시 달서구 월서로 31(상인동,신일해피트리)",053-631-8884,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82154322,128.5302837,상인자이,대구광역시 달서구 상원로 142,053-637-0787,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81827935,128.5325527,상인대성스카이렉스,대구광역시 달서구 월배로 183,053-631-3686,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81928111,128.536311,상인중석타운,"대구광역시 달서구 월곡로 291(상인동,중석타운)",053-292-6661,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82185336,128.5335173,상인역 e편한세상,대구광역시 달서구 월서로 14,053-634-0314,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81970154,128.5350079,상인역 e편한세상,"대구광역시 달서구 월서로3길 15(상인동,상인역e편한세상2)",053-634-3669,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82254091,128.5449763,상인화성파크드림 1단지 경로당,대구광역시 달서구 송현로7길 10,053-639-5006,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82141879,128.5479346,상인화성파크드림2단지경로당,"대구광역시 달서구 송현로7길 9(상인동,화성파크드림2)",053-635-6616,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82034148,128.532987,상인KCC스위첸,"대구광역시 달서구 월배로39길 26(상인동,상인역KCC스위첸)",053-638-1254,상인1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81738777,128.536431,월평,대구광역시 달서구 월배로42길 21(상인동),053-634-3705,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80935084,128.5457601,월곡,대구광역시 달서구 월곡로27길 30,053-633-8592,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81251364,128.5399834,낙원경로당,대구광역시 달서구 월곡로45길 49,053-631-9935,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81209085,128.5437871,보성산호아파트관리사무소,대구광역시 달서구 상화북로 159,053-633-4134,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81121157,128.5409041,한양은하,"대구광역시 달서구 상화북로 137(상인동,한양은하)",053-635-4081,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81147593,128.5382391,우방청자,대구광역시 달서구 상화북로 117,053-634-2812,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81533942,128.5329092,삼미타운,대구광역시 달서구 월배로34길 27,053-634-2254,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81048044,128.545115,상인동화아이위시입주자대표회의,대구광역시 달서구 월곡로 171,053-637-3532,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81409951,128.5340518,월성경로당,대구광역시 달서구 상원로13길 23-17(상인동) ,053-635-9188,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81316535,128.5373652,상인2동경로당,대구광역시 달서구 월곡로53서길 70(상인동),053-639-2858,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81086982,128.5387329,상인푸르지오,대구광역시 달서구 상화로 235,053-638-9658,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80724121,128.5498176,상인은행5단지아파트노인정,"대구광역시 달서구 월곡로 112(상인동,상인은행) ",053-638-2268,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81262039,128.5482392,상인제림,대구광역시 달서구 상화북로 196,053-638-3611,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80737518,128.5559485,상인장미맨션4단지아파트경로당,"대구광역시 달서구 상화로 380(상인동, 장미아파트)",053-641-3253,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80775324,128.5521558,장미3단지,"대구광역시 달서구 상화로 370(상인동,장미3단지)",053-635-4798,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80861844,128.5521729,상인비둘기1단지아파트비둘기할머니경로당,"대구광역시 달서구 상화로 371(상인동,비둘기1단지)",053-634-4686,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80868638,128.5550282,상인비둘기2단지아파트노인정,"대구광역시 달서구 상화로 373(상인동,비둘기아파트)",053-641-1164,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8113905,128.5471573,상인평광,대구광역시 달서구 상인서로 3,053-631-4766,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80973803,128.5497906,제기경로당,대구광역시 달서구 상인로9안길 69(상인동) ,053-641-8249,상인3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80463244,128.5487042,롯데캐슬레이크,"대구광역시 달서구 상화로58길 86(도원동,롯데개슬)",053-285-9988,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.7961287,128.5476388,도원경로당,대구광역시 달서구 수밭길 46(도원동),053-632-8015,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8026595,128.5345171,산새마을,대구광역시 달서구 도원남로 40,053-641-2510,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80459825,128.5343199,도원동별메마을경로당,"대구광역시 달서구 도원로 46(도원동,별메마을) ",053-638-0994,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80748027,128.5328013,한실들마을1,대구광역시 달서구 한실로 49,053-637-1708,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80748027,128.5328013,한실들마을2경로당,대구광역시 달서구 한실로 49(도원동 한실들마을2),053-631-6220,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80666027,128.5408067,도원가람마을경로당,대구광역시 달서구 한실로 135,053-637-2003,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80592087,128.5307881,아람마을경로당,"대구광역시 달서구 한실로 30(도원동,아람마을)",053-641-1474,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80666027,128.5408067,가람마을2,대구광역시 달서구 한실로 135,053-636-6683,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8077806,128.5301145,나래마을,대구광역시 달서구 한실로 29,053-631-7664,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80694196,128.5382969,대곡사계절,대구광역시 달서구 한실로 117,053-634-7715,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80543847,128.5358968,대곡강산타운,대구광역시 달서구 도원로 45,053-631-0233,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80487593,128.5407393,미리샘마을경로당,"대구광역시 달서구 한실로 134(도원동,미리샘마을)",053-635-0908,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8073306,128.546034,서한이다음레이크뷰,대구광역시 달서구 상화로58길 35,000-000-0000,도원동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8309145,128.5528036,해맞이타운,대구광역시 달서구 월배로 420,053-621-6215,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82648664,128.5493862,송공경로당,대구광역시 달서구 월배로68안길 43-7(송현동),053-629-2613,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82675618,128.555442,송영,대구광역시 달서구 중흥로16길 84-12(송현동),053-626-5911,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82876124,128.5603702,송곡경로당,대구광역시 달서구 앞산순환로61길 14(송현동),053-629-3230,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82776098,128.5583931,장관빌라관리사무소,"대구광역시 달서구 중흥로 68(송현동, 장관연립주택)",053-622-3009,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82528432,128.5481936,청구제네스,대구광역시 달서구 월배로 340,053-653-8773,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82249496,128.5510851,대남경로당,대구광역시 달서구 앞산순환로39안길 11(송현동),053-623-8860,송현1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82668111,128.5462775,솔고개경로당,대구광역시 달서구 월배로67안길 14(송현동),053-621-5551,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82664576,128.5441412,월성아파트노인정,대구광역시 달서구 송현로16길 43,053-627-4608,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83135968,128.5441513,서부분회,대구광역시 달서구 송현로 161,053-641-3307,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83523443,128.5502879,그린맨션1차아파트경로당,"대구광역시 달서구 구마로40길 21(송현동, 그린맨션아파트)",053-627-6226,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82990061,128.5478713,구암경로당,대구광역시 달서구 월배로75길 50-12(송현동),053-625-5475,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8263591,128.5437519,송현우방,대구광역시 달서구 송현로 103,053-290-9455,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83417731,128.550845,송현제림타운,"대구광역시 달서구 구마로52안길 57(상인동,송현제림)",053-652-5802,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82432872,128.5422882,우방송현하이츠,대구광역시 달서구 학산남로 90,053-641-0556,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83448248,128.553083,송현경로당,대구광역시 달서구 구마로52안길 18(송현동),053-653-9225,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82712717,128.5433255,본동주공아파트(본동종합사회복지관),"대구광역시 달서구 송현로 113(송현동, 본동주공1차아파트)",053-641-7785,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83225356,128.5477658,소나무경로당,대구광역시 달서구 송현동4길 31(송현동),000-000-0000,송현2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8345844,128.5386169,본동경로당,대구광역시 달서구 와룡로4길 19,053-527-9595 ,본동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83583035,128.546119,그린맨션2차아파트경로당,대구광역시 달서구 구마로36길 20,053-626-9976,본동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83409941,128.5481769,청구그린3차경로당,"대구광역시 달서구 구마로36길 33(본동,청구그린3차)",053-629-9323,본동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83194467,128.5343266,주공5단지경노당,대구광역시 달서구 구마로12길 89,053-636-0616,본동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8348039,128.5358955,가무네경로당,대구광역시 달서구 학산로19길 55(본동),000-000-0000,본동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8379835,128.5443627,더샵달서센트럴,대구광역시 달서구 당산로 17(본리동),000-000-0000,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81055948,128.5415968,모아엘가파크뷰,대구광역시 달서구 상화북로 162(상인동),053-639-9888,상인2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81927494,128.5151072,월배삼정그린코아포레스트,대구광역시 달서구 조암남로32길 40(유천동),000-000-0000,유천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80153911,128.5351292,수목원풍경그린,대구광역시 달서구 갈밭남로 64,053-633-0924,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.5034,128.3207,죽전역코오롱하늘채,대구광역시 달서구 용산로12길 77,,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.4934,128.313,월성월드메르디앙,대구광역시 달서구 조암로6길 19,,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.5118,128.3418,두류파크kcc스위첸,대구광역시 달서구 파도고개로 70,,두류1 2동,대구광역시 달서구 어르신장애인과,2024-05-17
