순번,의료기관명,허가종별,업무상태,의료기관주소(도로명),의료기관행정동주소,위도,경도,대표전화,데이터기준일자
138,박순재정신건강의학과의원,의원,영업중,"대구광역시 북구 학정로 429, 302호 (동천동, 로데오프라자)",대구광역시 북구 동천동 896번지 5호 302,35.94307553,128.563237,053-311-0075,2024-07-31
139,맘스맘연합소아청소년과의원,의원,영업중,"대구광역시 북구 내곡로 38-6, 201,202호 (사수동)","대구광역시 북구 관문동 827번지 201,202호 ",35.8989381,128.5106377,053-324-7707,2024-07-31
140,미즈웰산부인과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 411, 2층 (태전동, 우영펠리스)",대구광역시 북구 태전1동 940번지 2층 ,35.93252619,128.5479956,053-322-7589,2024-07-31
141,세창한의원,한의원,영업중,"대구광역시 북구 대현남로 42, 3층 (대현동)",,35.88174388,128.6077165,053-256-0168,2024-07-31
142,경대속연합의원,의원,영업중,"대구광역시 북구 한강로4길 9, 3층 (사수동)",대구광역시 북구 관문동 953번지 3층 ,35.89607911,128.5145507,053-327-0119,2024-07-31
143,김무곤초심내과의원,의원,영업중,"대구광역시 북구 침산남로19길 2, 2층 (침산동)",대구광역시 북구 침산3동 363번지 7호 2층 ,35.8894265,128.5869152,053-353-6060,2024-07-31
144,호성연합의원,의원,영업중,"대구광역시 북구 매전로 14, 2층 (매천동)",,35.90849519,128.5435775,053-311-9096,2024-07-31
145,상쾌한이비인후과의원,의원,영업중,"대구광역시 북구 내곡로 38, 302호 (사수동)",대구광역시 북구 관문동 821번지 302,35.89898859,128.5098975,053-325-2238,2024-07-31
146,고마운치과의원,치과의원,영업중,"대구광역시 북구 동암로 104, 5층 (동천동)",대구광역시 북구 동천동 895번지 4호 5층 ,35.94400792,128.5623874,053-313-2080,2024-07-31
147,성모연합의원,의원,영업중,"대구광역시 북구 관음중앙로 143, 1층 (읍내동)",대구광역시 북구 읍내동 1297번지 17호 1층 ,35.94528742,128.5480723,053-311-8896,2024-07-31
148,청담한의원,한의원,영업중,"대구광역시 북구 팔거천동로 218, 2층,3층 (동천동)",,35.94334715,128.5585935,053-327-1415,2024-07-31
149,마디에스(S)한의원,한의원,영업중,"대구광역시 북구 침산로 128, 3층 (침산동)",대구광역시 북구 침산2동 248번지 5호 3층 ,35.887663,128.5918422,053-353-1075,2024-07-31
150,소들한의원,한의원,영업중,"대구광역시 북구 대현로 83, 3층 (대현동)",대구광역시 북구 대현동 158번지 6호 3층 ,35.88304813,128.6084209,053-943-6005,2024-07-31
151,예원소아청소년과의원,의원,영업중,"대구광역시 북구 대현남로6길 29, 2층 (대현동)",대구광역시 북구 대현동 283번지 3호 2층 ,35.88011594,128.6101066,053-953-0405,2024-07-31
152,신화한의원,한의원,영업중,"대구광역시 북구 팔거천동로 210, 2층 (동천동)",,35.94269494,128.5584452,053-324-4499,2024-07-31
153,이편한속내과의원,의원,영업중,"대구광역시 북구 팔달로 149, 3층 (노원동3가)",대구광역시 북구 노원동 763번지 4호 3층 ,35.88936773,128.5664307,053-355-7577,2024-07-31
154,가톨릭건강의원,의원,영업중,"대구광역시 북구 구암로 149, 2층 (동천동)",대구광역시 북구 동천동 877번지 1호 2층 ,35.93197928,128.5571362,053-313-0400,2024-07-31
155,이재봉신경과의원,의원,영업중,"대구광역시 북구 침산로 128, 2층 (침산동)",대구광역시 북구 침산2동 248번지 5호 2층 ,35.887663,128.5918422,053-353-0007,2024-07-31
156,강남수의원,의원,영업중,"대구광역시 북구 신암로 99, 2층 (대현동)",대구광역시 북구 대현동 277번지 13호 2층 ,35.87990724,128.6104758,053-944-0124,2024-07-31
157,영이비인후과의원,의원,영업중,"대구광역시 북구 복현로 71, 상가동 2층 일부층 (복현동, 복현블루밍브라운스톤 명문세가아파트)",대구광역시 북구 복현2동 234번지 5호 ,35.89850135,128.622448,053-956-2323,2024-07-31
158,강북푸른정형외과의원,의원,영업중,"대구광역시 북구 동천로 121, 1층 및 2층 일부층 (동천동, 상남빌딩)",,35.94235775,128.5603442,053-314-2121,2024-07-31
159,다비드제통외과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 393, 3층 (태전동)",,35.93089963,128.5478144,053-351-1704,2024-07-31
160,이호동한의원,한의원,영업중,"대구광역시 북구 한강로4길 11, 2층 201호 (사수동)",,35.89584167,128.5145282,053-322-8075,2024-07-31
161,칠곡바른송치과의원,치과의원,영업중,"대구광역시 북구 구암로17길 1, 2층 (읍내동)",대구광역시 북구 읍내동 1122번지 ,35.93271034,128.550359,053-325-7528,2024-07-31
162,세이안치과의원,치과의원,영업중,"대구광역시 북구 원대로 80, 2층 (고성동3가)",대구광역시 북구 고성동 117번지 ,35.88457023,128.5820405,053-354-0080,2024-07-31
163,이윤채통합의원,의원,영업중,"대구광역시 북구 한강로6길 14-1, 2층 (사수동)",대구광역시 북구 관문동 955번지 ,35.89608979,128.5149757,053-323-7275,2024-07-31
164,불꽃치과의원 강북점,치과의원,영업중,"대구광역시 북구 동암로 90, 4층 (동천동, 세븐밸리)",대구광역시 북구 동천동 894번지 1호 세븐밸리 ,35.94413787,128.5603226,053-326-2879,2024-07-31
165,튼튼한한의원,한의원,영업중,"대구광역시 북구 동천로23길 2, 2층 (동천동)",,35.94215121,128.5603442,053-325-3375,2024-07-31
166,강북퍼스트치과의원,치과의원,영업중,"대구광역시 북구 학정로 440, 4층 404~405호 (구암동, 동재빌딩)",대구광역시 북구 구암동 765번지 2호 ,35.9437659,128.5642531,053-311-7528,2024-07-31
167,선진한의원,한의원,영업중,"대구광역시 북구 신암로 75, 2층 (대현동)",대구광역시 북구 대현동 340번지 2호 ,35.87850649,128.6086487,053-751-0751,2024-07-31
168,배한의원,한의원,영업중,"대구광역시 북구 신암로 27, 3층 301호 (칠성동1가, 굿모닝메디타워)",대구광역시 북구 칠성동 151번지 3호 ,35.87525907,128.6054013,053-257-2088,2024-07-31
169,올리브치과의원,치과의원,영업중,"대구광역시 북구 동북로 172, 4층 (산격동)",,35.89890066,128.6112316,053-955-2875,2024-07-31
170,램브란트치과의원,치과의원,영업중,"대구광역시 북구 침산남로 154, 5층 (침산동, 메이저타워 )",대구광역시 북구 침산2동 265번지 11호 ,35.88784566,128.5922773,053-358-2875,2024-07-31
171,제일조은정형외과의원,의원,영업중,"대구광역시 북구 신암로 27 (칠성동1가, 1층 일부, 4층 일부)",,35.87525907,128.6054013,053-431-8288,2024-07-31
172,제일연합정형외과의원,의원,영업중,"대구광역시 북구 침산남로 176, 1,2,5,6층 (침산동)","대구광역시 북구 침산2동 145번지 34호 1,2,5,6층 ",35.88736852,128.5947004,053-215-0022,2024-07-31
173,홍S치과의원,치과의원,영업중,"대구광역시 북구 팔달로 149, 6층 (노원동3가, 덕인빌딩)",,35.88936773,128.5664307,053-351-2080,2024-07-31
174,꿈나무연합소아청소년과의원,의원,영업중,"대구광역시 북구 학정로 419, 3층 302,303호 (동천동, 동천동빌딩)",대구광역시 북구 동천동 912번지 2호 ,35.94211181,128.5630466,053-324-7100,2024-07-31
175,부부연합속내과의원,의원,영업중,"대구광역시 북구 중앙대로 528, 5층 (칠성동2가)",대구광역시 북구 칠성동 369번지 1호 5층 ,35.88002317,128.5961903,053-425-5959,2024-07-31
176,행복을심는강치과의원,치과의원,영업중,"대구광역시 북구 학정로 529, 3,4층 (학정동)",대구광역시 북구 국우동 305번지 3~4층 ,35.95201747,128.5650024,053-633-7588,2024-07-31
177,굿모닝신경과의원,의원,영업중,"대구광역시 북구 학정로 419, 3층 304호 (동천동)",,35.94211181,128.5630466,053-323-0075,2024-07-31
178,이맥한의원,한의원,영업중,"대구광역시 북구 칠성시장로 26, 2층 (칠성동1가)",대구광역시 북구 칠성동 276번지 110호 ,35.87656655,128.6043009,053-421-6777,2024-07-31
179,신세계연합의원,의원,영업중,"대구광역시 북구 동북로 156, 1, 8층 (산격동)",,35.8994832,128.6096694,053-944-7575,2024-07-31
180,하늘치과의원,치과의원,영업중,"대구광역시 북구 동북로 163, 201동 3층 309호 (산격동)",대구광역시 북구 산격2동 500번지 1호 3층 201 309,35.89891339,128.612519,053-383-1010,2024-07-31
181,태전마취통증의학과의원,의원,영업중,대구광역시 북구 학정로 38 (태전동),대구광역시 북구 태전2동 1107번지 ,35.91325196,128.5468752,053-312-2266,2024-07-31
182,새누리한의원,한의원,영업중,"대구광역시 북구 학남로3길 42, 4층 (학정동)",,35.95236254,128.5678932,053-314-1079,2024-07-31
183,예아름치과의원,치과의원,영업중,대구광역시 북구 매전로 14 (매천동),대구광역시 북구 관문동 678번지 2층 ,35.90849519,128.5435775,053-356-2080,2024-07-31
184,정연합제통외과의원,의원,영업중,대구광역시 북구 대현로 95 (대현동),,35.88264384,128.6096542,053-954-5588,2024-07-31
185,큰사랑한의원,한의원,영업중,"대구광역시 북구 복현로 71, 상가 112동 206, 207호 (복현동, 복현블루밍브라운스톤 명문세가아파트)","대구광역시 북구 복현2동 234번지 5호 복현블루밍브라운스톤 명문세가아파트 206,2",35.89850135,128.622448,053-381-3253,2024-07-31
186,예사랑치과의원,치과의원,영업중,"대구광역시 북구 팔달로 167, 2층 (노원동3가)",대구광역시 북구 노원동 779번지 12호 2층 ,35.88898666,128.5684446,053-358-2828,2024-07-31
187,홍인치과의원,치과의원,영업중,"대구광역시 북구 칠성남로 121, 1층 (칠성동2가)",대구광역시 북구 칠성동 718번지 1층 ,35.87835494,128.5938253,053-286-2875,2024-07-31
188,현대안과의원,의원,영업중,대구광역시 북구 학정로 421 (동천동),대구광역시 북구 동천동 912번지 1호 일도프라자 302호 ,35.94237567,128.5630877,053-312-7575,2024-07-31
189,서변중앙한의원,한의원,영업중,대구광역시 북구 서변로 61 (서변동),,35.92131196,128.596396,053-955-7588,2024-07-31
190,강북리더스치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 481 (관음동),대구광역시 북구 관음동 1383번지 15호 (2층) ,35.9386718,128.5492028,053-325-5840,2024-07-31
191,공피부과의원,의원,영업중,대구광역시 북구 팔달로 149 (노원동3가),대구광역시 북구 노원동 763번지 3호 ,35.88936773,128.5664307,053-710-0710,2024-07-31
192,복현안심의원,의원,영업중,"대구광역시 북구 동북로 291, 3층 (복현동)",대구광역시 북구 복현2동 337번지 9호 3층 ,35.89277808,128.6221597,053-955-8200,2024-07-31
193,호수한의원,한의원,영업중,대구광역시 북구 학정로 431 (동천동),,35.94331137,128.5632635,053-321-7585,2024-07-31
194,칠곡바른정형외과의원,의원,영업중,대구광역시 북구 구암로 149 (동천동),,35.93197928,128.5571362,053-321-9575,2024-07-31
195,대구리더스치과의원,치과의원,영업중,"대구광역시 북구 동북로 156, 6층 601호 (산격동, 스카이빌딩)",대구광역시 북구 산격3동 1238번지 1호 6층 ,35.8994832,128.6096694,053-955-2080,2024-07-31
196,파티마연합마취통증의학과의원,의원,영업중,"대구광역시 북구 팔달로35길 11, 2층 (노원동3가)",대구광역시 북구 노원동 782번지 2층 ,35.88916585,128.5693309,053-351-7595,2024-07-31
197,오케이연합정형외과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 435, 1,4층 (관음동)",,35.93465052,128.5483257,053-217-0911,2024-07-31
198,예스연합비뇨기과의원,의원,영업중,"대구광역시 북구 동북로 160, 6층 (산격동)",대구광역시 북구 산격4동 1260번지 1호 (6층) ,35.89929395,128.610094,053-941-7766,2024-07-31
199,라이프치과의원,치과의원,영업중,"대구광역시 북구 대천로 91, 3층 (동천동)",대구광역시 북구 동천동 931번지 4호 진보빌딩 3층 ,35.9371362,128.5592415,053-323-9911,2024-07-31
200,애플치과의원,치과의원,영업중,"대구광역시 북구 학정로 50, 2층 (태전동)",대구광역시 북구 태전2동 1112번지 2층 ,35.91323297,128.5480761,053-312-2804,2024-07-31
201,다니엘치과의원,치과의원,영업중,대구광역시 북구 동천로24길 3 (동천동),,35.94209484,128.5609232,053-314-2275,2024-07-31
202,박이비인후과의원,의원,영업중,대구광역시 북구 대천로 93 (동천동),대구광역시 북구 동천동 931번지 5호 ,35.93709973,128.5594617,053-325-7577,2024-07-31
203,이앤이치과의원,치과의원,영업중,"대구광역시 북구 학정로 426, 301호 (구암동)",대구광역시 북구 구암동 766번지 301호 ,35.94269131,128.5639889,053-313-7528,2024-07-31
204,코아이비인후과의원,의원,영업중,"대구광역시 북구 동북로 172, 6층 (산격동)",대구광역시 북구 산격3동 1260번지 9호 6층 ,35.89890066,128.6112316,053-954-7585,2024-07-31
205,가톨릭이비인후과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 332, B동 2층 (태전동)",대구광역시 북구 태전2동 1074번지 2호 B동 2층 ,35.9253331,128.5475836,053-311-7579,2024-07-31
206,칠곡대구안과의원,의원,영업중,"대구광역시 북구 학정로 50, 3층 (태전동)",,35.91323297,128.5480761,053-358-7575,2024-07-31
207,윤정수연합내과의원,의원,영업중,"대구광역시 북구 팔거천동로 223, 2층,3층 (동천동, 수정빌딩)",,35.94398644,128.5579185,053-326-0006,2024-07-31
208,시티여성의원,의원,영업중,"대구광역시 북구 침산남로 153, 2층 (침산동, 청호빌딩)",대구광역시 북구 침산2동 265번지 8호 청호빌딩 2층 ,35.88820172,128.5925208,053-341-8899,2024-07-31
209,에프엠치과의원,치과의원,영업중,"대구광역시 북구 학정로 435, 2층 (동천동)",대구광역시 북구 동천동 896번지 3호 2층일부 ,35.94356118,128.5633043,053-314-2080,2024-07-31
210,삼성바른내과의원,의원,영업중,"대구광역시 북구 학정로 427, 2층 일부층 (동천동)",대구광역시 북구 동천동 896번지 2층 일부 ,35.94276007,128.5631723,053-312-7557,2024-07-31
211,칠곡맥치과의원,치과의원,영업중,대구광역시 북구 학정로 422 (구암동),대구광역시 북구 구암동 769번지 1호 304호 ,35.9421823,128.5638821,053-314-2876,2024-07-31
212,태전삼성연합의원,의원,영업중,"대구광역시 북구 학정로 50, 2층 (태전동)",,35.91323297,128.5480761,053-327-3119,2024-07-31
213,미소가득한치과의원,치과의원,영업중,"대구광역시 북구 학정로 421, 402,403호 (동천동)","대구광역시 북구 동천동 912번지 1호 402호, 403호 ",35.94237567,128.5630877,053-312-2875,2024-07-31
214,명심한의원,한의원,영업중,"대구광역시 북구 칠곡중앙대로 404, 5층 (태전동)",,35.93179495,128.5486077,053-314-7875,2024-07-31
215,행림치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 573, 3층 (읍내동)",대구광역시 북구 읍내동 522번지 1호 ,35.94683213,128.5509564,053-313-0075,2024-07-31
216,서울연합마취통증의학과의원,의원,영업중,"대구광역시 북구 학정로 435, 3층 (동천동)",,35.94356118,128.5633043,053-322-8275,2024-07-31
217,칠곡누가한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 533 (읍내동),대구광역시 북구 읍내동 774번지 4호 ,35.9433534,128.5504591,053-322-0750,2024-07-31
218,이앤아이치과의원,치과의원,영업중,대구광역시 북구 동북로 160 (산격동),,35.89929395,128.610094,053-959-2879,2024-07-31
219,병인한의원,한의원,영업중,대구광역시 북구 학정로 38 (태전동),,35.91325196,128.5468752,053-314-7515,2024-07-31
220,성북우리들의원,의원,영업중,"대구광역시 북구 연암로 100, 2층 (산격동)",대구광역시 북구 산격1동 793번지 13호 2층 ,35.89351281,128.5943508,053-941-8275,2024-07-31
221,김태완아이봄치과의원,치과의원,영업중,"대구광역시 북구 침산남로 134, 3층 (침산동)",대구광역시 북구 침산1동 260번지 1호 3층 ,35.88820352,128.5902833,053-358-7528,2024-07-31
222,별소아청소년과의원,의원,영업중,"대구광역시 북구 동북로 345, 3층 303-1호 (복현동, 복현푸르지오상가동)",대구광역시 북구 복현2동 317번지 ,35.89258902,128.627348,053-958-6676,2024-07-31
223,늘편한신경외과의원,의원,영업중,"대구광역시 북구 동북로 172, 2,3층 (산격동)","대구광역시 북구 산격3동 1260번지 9호 2층일부, 3층일부 ",35.89890066,128.6112316,053-952-2345,2024-07-31
224,푸른연합의원,의원,영업중,"대구광역시 북구 학정동로 45, 2층 (학정동)",대구광역시 북구 국우동 976번지 1호 ,35.94792123,128.5671804,053-321-0006,2024-07-31
225,김종철내과의원,의원,영업중,대구광역시 북구 학정로 38 (태전동),대구광역시 북구 태전2동 1107번지 (2층) ,35.91325196,128.5468752,053-313-0112,2024-07-31
226,이명수정형외과의원,의원,영업중,"대구광역시 북구 학정로106길 10, 1,4층 (학정동)",,35.95174724,128.5665686,053-325-7187,2024-07-31
227,박내과의원,의원,영업중,"대구광역시 북구 팔달로 163, 가동 1층 (노원동3가)",대구광역시 북구 노원동 770번지 2호 1층가동 ,35.88907869,128.5678419,053-341-7523,2024-07-31
228,아이샘치과의원,치과의원,영업중,"대구광역시 북구 팔거천동로 217, 2층 (동천동)",대구광역시 북구 동천동 952번지 1호 2층 ,35.94343993,128.5578262,053-314-1275,2024-07-31
229,조은이비인후과의원,의원,영업중,"대구광역시 북구 매전로 78, 2층 (태전동)",대구광역시 북구 태전2동 1125번지 2층 ,35.91258568,128.5468454,053-314-7577,2024-07-31
230,닥터배이비인후과의원,의원,영업중,"대구광역시 북구 동암로 90, C동 4층 405,406호 (동천동, 세븐밸리)",대구광역시 북구 동천동 895번지 1호 (3층) ,35.94413787,128.5603226,053-323-7582,2024-07-31
231,우리한의원,한의원,영업중,"대구광역시 북구 구암로 148, 2층 (구암동, 고려빌딩)",,35.93150756,128.556822,053-312-6175,2024-07-31
232,화담한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로46길 29-1 (태전동),,35.91888313,128.5500806,053-314-1075,2024-07-31
233,중용당한의원,한의원,영업중,대구광역시 북구 구암로 150 (구암동),,35.93148363,128.5571169,053-784-1075,2024-07-31
234,마인드필정신건강의학과의원,의원,영업중,"대구광역시 북구 침산남로 136, 6층 (침산동, 동성빌딩)",대구광역시 북구 침산3동 260번지 10호 (동성빌딩6층) ,35.88815837,128.5904947,053-351-5566,2024-07-31
235,소망한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 324 (태전동),,35.92451341,128.5476542,053-314-9972,2024-07-31
236,조은미소치과의원,치과의원,영업중,"대구광역시 북구 태전로 3, 3층 (태전동)",대구광역시 북구 태전1동 206번지 2호 (3층) ,35.92071729,128.5458269,053-314-7528,2024-07-31
237,김주환치과의원,치과의원,영업중,"대구광역시 북구 팔달로 159-1, 3층 (노원동3가)",대구광역시 북구 노원동 769번지 1호 (3층) ,35.88909955,128.5675421,053-357-0005,2024-07-31
238,미소한의원,한의원,영업중,대구광역시 북구 학남로 18 (학정동),,35.94834607,128.5666799,053-292-7788,2024-07-31
239,대현이비인후과의원,의원,영업중,"대구광역시 북구 대현로 96, 2층 (대현동)",대구광역시 북구 대현동 407번지 12호 (2층일부) ,35.88232265,128.6095284,053-939-8577,2024-07-31
240,다나치과의원,치과의원,영업중,"대구광역시 북구 매전로 78, 2층 (태전동)",대구광역시 북구 태전1동 1125번지 (2층) ,35.91258568,128.5468454,053-311-2275,2024-07-31
241,세민한의원,한의원,영업중,대구광역시 북구 관음중앙로 47-1 (관음동),,35.93799552,128.5441177,053-313-7588,2024-07-31
242,칠곡경대연합마취통증의학과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 404, 6층 (태전동, 메디파크빌딩)",,35.93179495,128.5486077,053-313-2523,2024-07-31
243,단비한의원,한의원,영업중,대구광역시 북구 구암로 99-1 (읍내동),대구광역시 북구 읍내동 1381번지 17호 ,35.93248788,128.5517023,053-325-8899,2024-07-31
244,신세계의원,의원,영업중,"대구광역시 북구 학남로3길 41, 2층 (학정동)",대구광역시 북구 국우동 927번지 17호 ,35.95239391,128.5675816,053-326-8278,2024-07-31
245,칠곡동아정신건강의학과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 428, 4층 (읍내동)",대구광역시 북구 읍내동 1343번지 2호 (화타빌딩 4층) ,35.93385917,128.5489451,053-325-7582,2024-07-31
246,2080연합피부과의원,의원,영업중,대구광역시 북구 침산로 138 (침산동),대구광역시 북구 침산2동 285번지 5호 명성프라임 401,35.8888084,128.5918725,053-354-2800,2024-07-31
247,한국건강관리협회건강증진치과의원,치과의원,영업중,"대구광역시 북구 팔달로 23, 6층 (노원동3가)",대구광역시 북구 노원동 523번지 6층 ,35.89243137,128.5538197,053-350-9175,2024-07-31
248,센트럴치과의원,치과의원,영업중,대구광역시 북구 침산로 138 (침산동),"대구광역시 북구 침산2동 285번지 5,9번지 4층 ",35.8888084,128.5918725,053-352-7528,2024-07-31
249,라온연합의원,의원,영업중,"대구광역시 북구 동천로23길 6, 2층 (동천동)",대구광역시 북구 동천동 908번지 5호 루가빌딩 2층 ,35.94221246,128.5600896,053-654-0278,2024-07-31
250,수이비성형외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 435 (관음동),,35.93465052,128.5483257,053-321-1400,2024-07-31
251,건강장수한의원,한의원,영업중,"대구광역시 북구 팔달로 159, 2층 (노원동3가)",대구광역시 북구 노원동 768번지 1호 2층 ,35.88927115,128.5675473,053-766-7575,2024-07-31
252,가원한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 457 (관음동),,35.9365955,128.5487406,053-311-1075,2024-07-31
253,미소핀치과의원,치과의원,영업중,"대구광역시 북구 복현로 105, 203호 (복현동, 태왕아너스 상가)",대구광역시 북구 복현2동 190번지 1호 상가 203,35.89940202,128.6196596,053-381-7528,2024-07-31
254,고른이치과의원,치과의원,영업중,"대구광역시 북구 구암로 135, 5층 (동천동, 중앙빌딩)",대구광역시 북구 동천동 878번지 중앙빌딩 5층 ,35.93209925,128.5557097,053-322-4321,2024-07-31
255,강북가톨릭정형외과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 427, 1,2,3층 (관음동)",,35.93391513,128.5483303,053-327-1199,2024-07-31
256,명인한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 217 (태전동),,35.91550748,128.5481088,053-313-0232,2024-07-31
257,칠곡하얀림치과의원,치과의원,영업중,"대구광역시 북구 학정로 431, 3층 (동천동, 우리빌딩)",대구광역시 북구 동천동 896번지 4호 (3층) ,35.94331137,128.5632635,053-327-2275,2024-07-31
258,프라임강북점의원,의원,영업중,"대구광역시 북구 학정로 419, 동천동빌딩 5층 502,503호 (동천동)","대구광역시 북구 동천동 912번지 2호 동천동빌딩 5층 502호, 503호 ",35.94211181,128.5630466,053-326-5904,2024-07-31
259,효제통마취통증의학과의원,의원,영업중,대구광역시 북구 팔달로 157 (노원동3가),대구광역시 북구 노원동 765번지 8호 (2층) ,35.88917697,128.567334,053-358-0290,2024-07-31
260,이시우의미치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 302 (태전동),대구광역시 북구 태전2동 422번지 16호 (3층) ,35.92260868,128.54715,053-321-6383,2024-07-31
261,섬기는내과의원,의원,영업중,대구광역시 북구 호국로 215 (서변동),대구광역시 북구 무태조야동 1787번지 대성골든프라자2차 201,35.92085908,128.5988176,053-952-7585,2024-07-31
262,서현지소아청소년과의원,의원,영업중,대구광역시 북구 대현남로 42 (대현동),대구광역시 북구 대현동 391번지 1호 ,35.88174388,128.6077165,053-958-0119,2024-07-31
263,태전정형외과연합의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 302, 1층 (태전동)",,35.92260868,128.54715,053-324-7585,2024-07-31
264,삼성제통마취통증의학과의원,의원,영업중,"대구광역시 북구 팔달로 169, 2층 (노원동3가)",,35.88909113,128.568663,053-352-7582,2024-07-31
265,가톨릭정충일안과의원,의원,영업중,"대구광역시 북구 학정로 431, 3층 301호 (동천동, 우리빌딩)",대구광역시 북구 동천동 896번지 4호 우리빌딩 301,35.94331137,128.5632635,053-322-7525,2024-07-31
266,동산연합정형외과의원,의원,영업중,"대구광역시 북구 원대로 76, 1층일부, 2층일부,  4층 (고성동3가)","대구광역시 북구 고성동 123번지 1호 1층일부, 2층일부, 4층 ",35.88423852,128.5819375,053-356-0070,2024-07-31
267,세란치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 386-1, 2층 (태전동)",대구광역시 북구 태전1동 1003번지 3호 ,35.93021288,128.5483377,053-322-0275,2024-07-31
268,경원한의원,한의원,영업중,"대구광역시 북구 팔거천동로 80, 2층 (구암동)",대구광역시 북구 구암동 654번지 2층 ,35.93143747,128.5550548,053-314-7579,2024-07-31
269,산격연합의원,의원,영업중,대구광역시 북구 산격로 48 (산격동),,35.89485515,128.6055429,053-942-0075,2024-07-31
270,한마음연합의원,의원,영업중,"대구광역시 북구 복현로 90, 2층 (복현동)",,35.89951619,128.6220632,053-384-7582,2024-07-31
271,행복한e-치과의원,치과의원,영업중,대구광역시 북구 태전로 25 (태전동),대구광역시 북구 태전1동 155번지 27호 (2층) ,35.92262816,128.5447276,053-311-2875,2024-07-31
272,동방한의원,한의원,영업중,대구광역시 북구 대천로 74 (동천동),,35.93696009,128.5573008,053-314-1475,2024-07-31
273,아름다운한의원,한의원,영업중,"대구광역시 북구 학정로 432, 3층 일부층 (구암동)",,35.94324063,128.5640732,053-312-7582,2024-07-31
274,칠곡제이(J)성형외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 411 (태전동),대구광역시 북구 태전1동 940번지 3층 ,35.93252619,128.5479956,053-313-6767,2024-07-31
275,행복한내과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 404 (태전동),대구광역시 북구 태전1동 993번지 12호 (2층) ,35.93179495,128.5486077,053-326-7075,2024-07-31
276,미즈슬림의원,의원,영업중,"대구광역시 북구 동북로 162, 2층 (산격동)",대구광역시 북구 산격3동 1260번지 3호 2층 ,35.89923567,128.6103677,053-954-0129,2024-07-31
277,수경희한의원,한의원,영업중,"대구광역시 북구 침산남로 140, 엠비프라자 302호 (침산동)",,35.88808771,128.5909513,053-355-3530,2024-07-31
278,미드미치과의원,치과의원,영업중,대구광역시 북구 침산로 124 (침산동),대구광역시 북구 침산2동 245번지 8호 ,35.88729176,128.5917513,053-351-8275,2024-07-31
279,강북동산치과의원,치과의원,영업중,"대구광역시 북구 학정로 432, 3층 (구암동)",대구광역시 북구 구암동 765번지 4호 (3층일부) ,35.94324063,128.5640732,053-326-2882,2024-07-31
280,동서변정형외과의원,의원,영업중,"대구광역시 북구 호국로 215, B동 203호 (서변동, 대성동서변골드프라자 상가)",,35.92085908,128.5988176,053-958-7582,2024-07-31
281,조일한의원,한의원,영업중,"대구광역시 북구 칠성시장로 10, 701호 (칠성동1가)",대구광역시 북구 칠성동 153번지 4호 701,35.87532371,128.6050956,053-427-0434,2024-07-31
282,칠곡길한의원,한의원,영업중,대구광역시 북구 학정로 426 (구암동),,35.94269131,128.5639889,053-313-3315,2024-07-31
283,김숙현산부인과의원,의원,영업중,대구광역시 북구 침산남로 154 (침산동),대구광역시 북구 침산2동 265번지 11호 메이저타워 302,35.88784566,128.5922773,053-359-1090,2024-07-31
284,필연합의원,의원,영업중,"대구광역시 북구 침산로 144, 5층 (침산동)",대구광역시 북구 침산2동 285번지 4호 (5층) ,35.88925904,128.5915139,053-357-8575,2024-07-31
285,영대연합안과의원,의원,영업중,"대구광역시 북구 침산남로 154, 6층 (침산동)",대구광역시 북구 침산2동 265번지 11호 (6층) ,35.88784566,128.5922773,053-356-1030,2024-07-31
286,정다운산부인과의원,의원,영업중,"대구광역시 북구 학정로 431, 5층 501,502호 (동천동)","대구광역시 북구 동천동 896번지 4호 5층 501호, 502호 ",35.94331137,128.5632635,053-313-7005,2024-07-31
287,늘푸른한의원,한의원,영업중,대구광역시 북구 연암로 128 (산격동),,35.89594565,128.5951425,053-943-1075,2024-07-31
288,참이비인후과의원,의원,영업중,"대구광역시 북구 침산남로 154, 401호 (침산동)",대구광역시 북구 침산2동 265번지 11호 메이저타워 401호 ,35.88784566,128.5922773,053-351-8851,2024-07-31
